update,timesteps,games,games_in_rollout,elapsed_s,steps_per_s,rollout_s,update_s,wait_s,win_rate,win_rate_us,win_rate_ussr,draw_rate,win_rate_vs_pool,win_rate_vs_anchor,ep_len_mean,turn_mean,vp_mean,entropy,k_valid,entropy_ratio,k_eff,approx_kl,clip_fraction,explained_variance,policy_loss,value_loss,entropy_loss,pool_size,anchor,eval_seed,eval_games,eval_win_rate,eval_win_rate_us,eval_win_rate_ussr,eval_s
285,2334720,9488,26,3322.2,2168.7,3.8,8.3,2.55,0.8235,0.75,0.8889,0.0,0.8235,,288.5,6.08,12.06,0.9672,14.71,0.3597,2.63,0.0114,0.1044,0.8491,-0.0077,0.021,-0.8835,56,random,,,,,,
286,2342912,9518,30,3334.3,2304.0,3.6,9.7,2.27,0.6842,0.5833,0.8571,0.0,0.6842,,221.9,5.1,3.68,0.9567,14.64,0.3564,2.6,0.0109,0.0989,0.79,-0.0076,0.029,-0.8834,57,random,1019,200,0.7225,0.61,0.835,1.8
287,2351104,9551,33,3350.0,2070.9,4.0,8.4,2.69,0.875,0.8,0.9091,0.0,0.875,,358.7,6.42,11.56,0.965,14.72,0.3588,2.62,0.0111,0.0975,0.8347,-0.0069,0.0279,-0.9002,57,random,,,,,,
288,2359296,9577,26,3362.2,2200.6,3.7,8.4,2.48,1.0,1.0,1.0,0.0,1.0,,237.4,5.31,9.5,0.9535,14.25,0.3589,2.59,0.0108,0.0861,0.8226,-0.0087,0.0216,-0.8686,57,random,,,,,,
289,2367488,9601,24,3374.3,2320.7,3.5,8.5,2.26,0.8462,0.6667,1.0,0.0,0.8462,,270.5,5.62,9.54,1.0083,15.62,0.3668,2.74,0.0101,0.0995,0.8424,-0.0087,0.0201,-0.911,57,random,,,,,,
290,2375680,9629,28,3386.3,2463.3,3.3,8.5,2.12,0.7222,0.625,0.8,0.0,0.7222,,278.5,5.71,6.39,1.0265,15.2,0.3772,2.79,0.0106,0.0936,0.8158,-0.0089,0.0308,-0.9053,57,random,,,,,,
291,2383872,9658,29,3398.2,2566.6,3.2,8.3,1.95,0.75,0.6,0.8571,0.0,0.75,,370.8,6.38,10.08,0.948,14.4,0.3554,2.58,0.0098,0.0911,0.8413,-0.0094,0.0241,-0.8725,58,random,,,,,,
292,2392064,9684,26,3410.2,2320.8,3.5,8.3,2.28,0.75,0.8333,0.6667,0.0,0.75,,285.7,5.27,7.67,0.9664,15.18,0.3553,2.63,0.0111,0.0915,0.8815,-0.0094,0.0195,-0.8729,58,random,,,,,,
293,2400256,9705,21,3422.0,2509.4,3.3,8.3,2.05,0.5833,0.4286,0.8,0.0,0.5833,,254.8,5.05,0.25,0.9642,14.82,0.3577,2.62,0.0109,0.1054,0.8916,-0.0085,0.0214,-0.9024,58,random,,,,,,
294,2408448,9733,28,3433.9,2407.6,3.4,8.4,2.18,1.0,1.0,1.0,0.0,1.0,,304.4,5.79,14.73,1.0133,15.43,0.3703,2.75,0.0101,0.0912,0.8852,-0.0102,0.0224,-0.9098,58,random,,,,,,
295,2416640,9757,24,3445.7,2516.3,3.3,8.4,2.05,0.8333,0.75,0.875,0.0,0.8333,,321.5,5.92,9.42,0.9774,15.63,0.3556,2.66,0.0091,0.0944,0.8794,-0.0096,0.0222,-0.9027,58,random,,,,,,
296,2424832,9783,26,3457.7,2336.6,3.5,8.4,2.25,0.7273,0.4,1.0,0.0,0.7273,,364.4,6.15,5.27,0.9856,14.87,0.3651,2.68,0.0099,0.1019,0.8945,-0.0086,0.0227,-0.8858,59,random,,,,,,
297,2433024,9812,29,3469.6,2488.2,3.3,8.3,2.07,0.7333,0.8333,0.6667,0.0,0.7333,,314.2,5.66,8.4,0.9469,14.2,0.3569,2.58,0.0106,0.0829,0.8386,-0.0091,0.0258,-0.8442,59,random,,,,,,
298,2441216,9833,21,3481.5,2365.7,3.5,8.3,2.27,0.5,0.8,0.2,0.0,0.5,,312.4,5.71,6.9,0.9631,14.67,0.3586,2.62,0.0116,0.1094,0.8565,-0.0093,0.0239,-0.8765,59,random,,,,,,
299,2449408,9869,36,3493.9,2110.1,3.9,8.4,2.62,0.6471,0.625,0.6667,0.0,0.6471,,296.7,5.61,9.35,0.9858,14.81,0.3658,2.68,0.0111,0.0851,0.8455,-0.0118,0.0309,-0.8691,59,random,,,,,,
300,2457600,9902,33,3506.2,2195.2,3.7,8.3,2.45,0.7826,0.7273,0.8333,0.0,0.7826,,207.4,4.82,8.87,0.9289,14.54,0.347,2.53,0.0112,0.083,0.8812,-0.0084,0.0249,-0.8282,59,random,,,,,,
301,2465792,9932,30,3518.2,2290.0,3.6,8.3,2.32,0.6875,0.6667,0.7143,0.0,0.6875,,294.9,5.63,7.88,0.9259,14.58,0.3456,2.52,0.0128,0.0914,0.8191,-0.008,0.0314,-0.8206,60,random,,,,,,
302,2473984,9966,34,3530.0,2531.9,3.2,8.2,1.99,0.75,0.7143,0.7778,0.0,0.75,,317.3,5.62,7.38,0.8595,13.86,0.327,2.36,0.0125,0.0965,0.7943,-0.0071,0.0353,-0.7977,60,random,,,,,,
303,2482176,9999,33,3541.4,2607.0,3.1,8.3,1.89,0.7273,0.7778,0.5,0.0,0.7273,,273.1,4.88,10.45,0.8664,14.21,0.3264,2.38,0.0134,0.1077,0.8265,-0.0079,0.0284,-0.7876,60,random,,,,,,
304,2490368,10022,23,3553.3,2440.7,3.4,9.7,2.09,0.8333,0.6667,0.8889,0.0,0.8333,,206.9,4.39,8.0,0.9061,15.11,0.3337,2.47,0.0103,0.0885,0.8822,-0.0094,0.0202,-0.8365,60,random,1020,200,0.705,0.71,0.7,2.8
305,2498560,10047,25,3569.2,2481.6,3.3,8.4,2.05,0.9,1.0,0.8,0.0,0.9,,347.8,6.16,10.9,0.9342,15.77,0.3387,2.55,0.0089,0.0919,0.873,-0.0088,0.0228,-0.8304,60,random,,,,,,
306,2506752,10076,29,3581.0,2554.9,3.2,8.3,2.0,0.6923,0.5,0.8571,0.0,0.6923,,246.7,4.83,7.23,0.8969,15.08,0.3305,2.45,0.0098,0.0925,0.8327,-0.009,0.0304,-0.7982,61,random,,,,,,
307,2514944,10108,32,3592.8,2455.9,3.3,8.2,2.11,0.8889,1.0,0.7778,0.0,0.8889,,287.0,5.53,11.28,0.8387,14.11,0.3169,2.31,0.0102,0.0923,0.9156,-0.0082,0.0171,-0.8044,61,random,,,,,,
308,2523136,10141,33,3604.3,2572.5,3.2,8.3,1.92,0.7,0.25,1.0,0.0,0.7,,320.2,5.12,10.8,0.9367,15.15,0.3446,2.55,0.0106,0.096,0.8671,-0.0086,0.0291,-0.8364,61,random,,,,,,
309,2531328,10175,34,3616.3,2346.2,3.5,8.2,2.25,0.6875,0.5714,0.7778,0.0,0.6875,,263.6,4.85,7.5,0.8588,14.36,0.3223,2.36,0.0108,0.0953,0.796,-0.0082,0.0383,-0.7758,61,random,,,,,,
310,2539520,10198,23,3628.2,2330.8,3.5,8.3,2.26,0.8571,0.75,1.0,0.0,0.8571,,216.8,4.65,14.29,0.8807,16.08,0.317,2.41,0.0101,0.0963,0.8942,-0.0088,0.0173,-0.7979,61,random,,,,,,
311,2547712,10229,31,3640.1,2439.1,3.4,8.3,2.13,0.8571,0.7778,1.0,0.0,0.8571,,277.0,5.16,9.14,0.952,16.28,0.3412,2.59,0.0112,0.1072,0.8668,-0.0075,0.0271,-0.8178,62,random,,,,,,
312,2555904,10252,23,3651.9,2404.4,3.4,8.3,2.22,0.875,0.8889,0.8571,0.0,0.875,,286.8,5.96,11.69,0.8853,15.24,0.325,2.42,0.0112,0.0993,0.9098,-0.0076,0.0179,-0.7909,62,random,,,,,,
313,2564096,10288,36,3663.9,2296.9,3.6,8.3,2.28,0.8421,0.8333,0.8462,0.0,0.8421,,262.7,4.53,8.21,0.8139,14.46,0.3046,2.26,0.0088,0.0831,0.8831,-0.0095,0.0244,-0.7725,62,random,,,,,,
314,2572288,10312,24,3675.7,2513.9,3.3,8.3,2.03,0.6667,0.25,1.0,0.0,0.6667,,395.2,6.75,8.67,0.8228,14.67,0.3063,2.28,0.0101,0.086,0.8967,-0.0107,0.0211,-0.7765,62,random,,,,,,
315,2580480,10338,26,3687.7,2323.6,3.5,8.4,2.29,0.6667,0.7143,0.625,0.0,0.6667,,243.7,5.0,9.6,0.8274,14.5,0.3094,2.29,0.0094,0.0834,0.8733,-0.0096,0.0282,-0.7628,62,random,,,,,,
316,2588672,10358,20,3699.6,2464.2,3.3,8.3,2.09,0.9,0.8571,1.0,0.0,0.9,,323.2,5.7,12.6,0.8899,15.64,0.3236,2.43,0.0117,0.0999,0.8986,-0.0092,0.0207,-0.7894,63,random,,,,,,
317,2596864,10383,25,3711.6,2331.3,3.5,8.4,2.25,0.75,0.7143,0.8,0.0,0.75,,314.1,5.96,10.42,0.8162,15.14,0.3004,2.26,0.0119,0.0893,0.8693,-0.011,0.0264,-0.7555,63,random,,,,,,
318,2605056,10423,40,3723.5,2372.8,3.5,8.3,2.18,0.7778,0.7,0.875,0.0,0.7778,,310.2,5.53,5.17,0.7943,15.14,0.2923,2.21,0.0097,0.0891,0.8013,-0.0091,0.0349,-0.7131,63,random,,,,,,
319,2613248,10443,20,3735.6,2263.8,3.6,8.4,2.34,0.8571,0.6667,1.0,0.0,0.8571,,378.5,6.4,8.43,0.8077,14.78,0.2999,2.24,0.0104,0.0898,0.8714,-0.0089,0.0211,-0.7103,63,random,,,,,,
320,2621440,10466,23,3747.5,2509.7,3.3,8.4,2.07,0.9444,0.9167,1.0,0.0,0.9444,,265.9,6.43,12.56,0.8222,15.27,0.3016,2.28,0.0092,0.0814,0.9107,-0.0084,0.0168,-0.7349,63,random,,,,,,
321,2629632,10486,20,3759.1,2643.3,3.1,8.3,1.89,1.0,1.0,1.0,0.0,1.0,,327.4,5.7,16.86,0.7893,14.7,0.2937,2.2,0.0097,0.0928,0.9043,-0.0094,0.0168,-0.7049,64,random,,,,,,
322,2637824,10513,27,3771.0,2386.2,3.4,10.0,2.16,0.9091,0.875,1.0,0.0,0.9091,,376.8,6.59,10.36,0.794,15.13,0.2923,2.21,0.0108,0.0927,0.8595,-0.0095,0.022,-0.7219,64,random,1021,200,0.7075,0.62,0.795,1.9
323,2646016,10538,25,3786.3,2567.5,3.2,8.4,1.97,0.8333,0.7143,1.0,0.0,0.8333,,345.4,6.32,8.42,0.7338,13.9,0.2788,2.08,0.012,0.0893,0.8667,-0.0105,0.0182,-0.691,64,random,,,,,,
324,2654208,10559,21,3798.1,2491.0,3.3,8.3,2.05,0.7778,0.5,1.0,0.0,0.7778,,343.4,6.1,6.44,0.7798,14.72,0.2899,2.18,0.0111,0.0883,0.8831,-0.0096,0.0177,-0.7118,64,random,,,,,,
325,2662400,10583,24,3810.2,2260.0,3.6,8.4,2.43,0.7333,0.7,0.8,0.0,0.7333,,268.5,5.46,11.0,0.7354,14.03,0.2785,2.09,0.0115,0.0936,0.8368,-0.0109,0.0279,-0.6849,64,random,,,,,,
326,2670592,10609,26,3821.8,2667.5,3.1,8.4,1.85,0.8571,0.75,0.9,0.0,0.8571,,284.8,5.19,8.79,0.7889,14.79,0.2928,2.2,0.0101,0.0929,0.8631,-0.0091,0.022,-0.7107,65,random,,,,,,
327,2678784,10635,26,3833.5,2575.1,3.2,8.4,1.94,0.9,1.0,0.8333,0.0,0.9,,411.2,7.08,9.2,0.7821,14.52,0.2923,2.19,0.0119,0.0916,0.8393,-0.0095,0.0244,-0.694,65,random,,,,,,
328,2686976,10662,27,3845.3,2514.9,3.3,8.2,2.01,0.8462,0.7143,1.0,0.0,0.8462,,309.2,5.52,12.31,0.8132,15.44,0.2971,2.26,0.0099,0.0849,0.863,-0.0091,0.0211,-0.7245,65,random,,,,,,
329,2695168,10680,18,3856.6,2798.2,2.9,8.3,1.68,0.75,0.75,0.75,0.0,0.75,,357.4,6.5,13.62,0.8295,14.77,0.3081,2.29,0.0096,0.0864,0.859,-0.0092,0.0192,-0.7349,65,random,,,,,,
330,2703360,10704,24,3868.3,2561.7,3.2,8.5,1.97,1.0,1.0,1.0,0.0,1.0,,346.4,6.04,7.43,0.7881,14.56,0.2942,2.2,0.0125,0.101,0.8937,-0.0083,0.0177,-0.7275,65,random,,,,,,
331,2711552,10733,29,3880.4,2419.9,3.4,8.3,2.16,0.75,0.8,0.6667,0.0,0.75,,393.7,6.45,12.25,0.7743,14.42,0.2902,2.17,0.0114,0.0888,0.7746,-0.0081,0.0369,-0.708,66,random,,,,,,
332,2719744,10770,37,3892.6,2213.9,3.7,8.4,2.41,0.913,0.8889,0.9286,0.0,0.913,,253.0,5.32,11.04,0.7823,13.94,0.2969,2.19,0.0114,0.0828,0.8551,-0.0087,0.0262,-0.7224,66,random,,,,,,
333,2727936,10796,26,3904.7,2293.8,3.6,8.4,2.26,0.8462,0.9,0.6667,0.0,0.8462,,269.1,5.08,11.31,0.7698,14.1,0.2909,2.16,0.0093,0.0865,0.8292,-0.0093,0.0228,-0.6926,66,random,,,,,,
334,2736128,10831,35,3917.0,2185.7,3.7,8.3,2.49,0.9333,0.8333,1.0,0.0,0.9333,,286.7,4.91,9.73,0.7736,14.72,0.2877,2.17,0.0122,0.1004,0.81,-0.0092,0.0302,-0.7083,66,random,,,,,,
335,2744320,10861,30,3929.3,2173.0,3.8,8.5,2.5,0.7273,0.75,0.7,0.0,0.7273,,244.5,5.37,9.32,0.7645,14.48,0.286,2.15,0.0106,0.0828,0.8028,-0.0089,0.0286,-0.7049,66,random,,,,,,
336,2752512,10891,30,3941.6,2250.7,3.6,8.4,2.35,0.625,0.5,0.6667,0.0,0.625,,290.7,5.53,7.69,0.761,14.28,0.2862,2.14,0.0153,0.1152,0.6966,-0.0074,0.0385,-0.6936,67,random,,,,,,
337,2760704,10926,35,3954.0,2123.9,3.9,8.3,2.55,0.7619,0.7143,0.7857,0.0,0.7619,,232.3,4.83,10.62,0.7461,13.88,0.2836,2.11,0.0124,0.1055,0.7174,-0.0084,0.0329,-0.6885,67,random,,,,,,
338,2768896,10958,32,3965.9,2373.7,3.5,8.3,2.19,0.8125,0.7778,0.8571,0.0,0.8125,,260.2,4.84,10.38,0.7421,14.32,0.2788,2.1,0.0229,0.1137,0.7901,-0.0045,0.0234,-0.6611,67,random,,,,,,
339,2777088,10988,30,3978.2,2181.1,3.8,8.4,2.48,0.7895,0.7273,0.875,0.0,0.7895,,186.9,4.2,6.63,0.748,14.53,0.2795,2.11,0.0108,0.0784,0.7857,-0.0099,0.0278,-0.6852,67,random,,,,,,
340,2785280,11017,29,3990.0,2450.5,3.3,10.4,2.08,0.9333,0.8889,1.0,0.0,0.9333,,293.3,5.24,8.27,0.7455,14.85,0.2763,2.11,0.0141,0.1163,0.784,-0.0063,0.025,-0.6809,67,random,1022,200,0.68,0.63,0.73,3.0
341,2793472,11042,25,4007.1,2388.2,3.4,8.2,2.12,0.8667,0.7778,1.0,0.0,0.8667,,329.8,6.44,8.73,0.7535,14.97,0.2785,2.12,0.0114,0.0966,0.7313,-0.0087,0.0256,-0.6726,68,random,,,,,,
342,2801664,11061,19,4018.7,2524.8,3.2,8.0,2.01,0.9,1.0,0.8571,0.0,0.9,,328.2,6.0,14.6,0.7672,14.92,0.2839,2.15,0.0103,0.0895,0.863,-0.0092,0.0161,-0.6913,68,random,,,,,,
343,2809856,11080,19,4030.0,2585.5,3.2,8.0,1.94,0.7778,0.6667,0.8333,0.0,0.7778,,366.7,6.89,13.11,0.749,15.1,0.2759,2.11,0.0148,0.0974,0.75,-0.0073,0.0237,-0.6732,68,random,,,,,,
344,2818048,11112,32,4041.8,2307.1,3.6,8.2,2.23,0.5833,0.3333,0.8333,0.0,0.5833,,348.2,5.84,3.92,0.7474,14.93,0.2765,2.11,0.0133,0.0967,0.714,-0.0091,0.0315,-0.6926,68,random,,,,,,
345,2826240,11138,26,4053.8,2222.2,3.7,8.2,2.36,0.8,0.5,0.875,0.0,0.8,,280.8,5.08,10.1,0.7604,14.62,0.2834,2.14,0.0101,0.0991,0.8187,-0.0059,0.0222,-0.6735,68,random,,,,,,
346,2834432,11167,29,4065.8,2265.0,3.6,8.2,2.32,0.9167,0.8571,1.0,0.0,0.9167,,328.8,5.55,15.17,0.7485,14.38,0.2808,2.11,0.0172,0.0938,0.8295,-0.0052,0.0211,-0.6525,69,random,,,,,,
347,2842624,11198,31,4077.7,2383.0,3.4,8.0,2.13,0.6875,0.7273,0.6,0.0,0.6875,,270.3,5.06,6.44,0.7184,14.11,0.2714,2.05,0.0129,0.0923,0.7214,-0.0082,0.0361,-0.6598,69,random,,,,,,
348,2850816,11226,28,4089.3,2387.1,3.4,8.0,2.12,1.0,1.0,1.0,0.0,1.0,,288.4,5.25,7.62,0.7248,14.15,0.2736,2.06,0.0104,0.0824,0.8284,-0.0088,0.0244,-0.6603,69,random,,,,,,
349,2859008,11250,24,4101.0,2391.6,3.4,8.1,2.15,0.8333,0.7143,1.0,0.0,0.8333,,283.8,5.38,17.17,0.7498,14.25,0.2822,2.12,0.0092,0.0782,0.8493,-0.0076,0.021,-0.6874,69,random,,,,,,
350,2867200,11293,43,4113.1,2126.3,3.9,8.1,2.4,0.6471,0.5,0.7778,0.0588,0.6471,,269.4,4.65,4.12,0.7541,14.25,0.2838,2.13,0.0098,0.0788,0.7657,-0.0084,0.0363,-0.697,69,random,,,,,,
351,2875392,11324,31,4125.3,2117.8,3.9,8.1,2.54,0.9333,1.0,0.8571,0.0,0.9333,,240.7,4.65,6.07,0.7775,14.99,0.2871,2.18,0.0132,0.0907,0.7892,-0.0081,0.0281,-0.681,70,random,,,,,,
352,2883584,11357,33,4137.2,2280.7,3.6,8.2,2.23,0.7143,0.5714,0.8571,0.0,0.7143,,288.6,4.97,10.57,0.7329,14.16,0.2766,2.08,0.0186,0.1025,0.7021,-0.0059,0.0324,-0.6793,70,random,,,,,,
353,2891776,11382,25,4149.2,2261.3,3.6,8.1,2.33,0.7333,0.8,0.7,0.0,0.7333,,257.3,5.52,8.27,0.7177,14.7,0.267,2.05,0.0111,0.0821,0.7587,-0.009,0.0239,-0.6479,70,random,,,,,,
354,2899968,11409,27,4160.7,2476.3,3.3,8.2,2.0,0.8824,0.8333,1.0,0.0,0.8824,,228.7,4.67,12.29,0.7407,15.58,0.2697,2.1,0.0147,0.0987,0.7994,-0.0064,0.0226,-0.6708,70,random,,,,,,
355,2908160,11428,19,4172.0,2801.6,2.9,8.1,1.63,0.8571,1.0,0.8,0.0,0.8571,,336.4,5.37,15.29,0.7663,14.98,0.2831,2.15,0.0112,0.0884,0.7608,-0.0081,0.0252,-0.6857,70,random,,,,,,
356,2916352,11452,24,4183.5,2595.0,3.2,8.3,1.85,0.6667,1.0,0.5714,0.0,0.6667,,363.5,6.12,12.44,0.8176,15.34,0.2994,2.27,0.0119,0.0918,0.8274,-0.01,0.0215,-0.7219,71,random,,,,,,
357,2924544,11472,20,4195.5,2298.3,3.6,8.1,2.25,0.4286,0.2,1.0,0.0,0.4286,,358.7,6.0,2.29,0.7648,14.79,0.2839,2.15,0.0126,0.0826,0.7859,-0.0081,0.0244,-0.6654,71,random,,,,,,
358,2932736,11504,32,4207.6,2164.5,3.8,11.0,2.49,0.6364,0.4286,1.0,0.0,0.6364,,366.4,6.06,6.73,0.7331,14.42,0.2747,2.08,0.0106,0.1074,0.7822,-0.006,0.0293,-0.6817,71,random,1023,200,0.77,0.76,0.78,2.7
359,2940928,11532,28,4225.3,2158.6,3.8,8.4,2.44,0.6875,0.75,0.625,0.0,0.6875,,350.8,6.5,10.06,0.7678,15.02,0.2834,2.15,0.0097,0.0809,0.7742,-0.0098,0.0286,-0.711,71,random,,,,,,
360,2949120,11556,24,4237.3,2395.6,3.4,8.4,2.11,0.9333,0.9167,1.0,0.0667,0.9333,,276.1,6.0,10.53,0.7684,14.17,0.2898,2.16,0.009,0.083,0.8146,-0.0083,0.0206,-0.6798,71,random,,,,,,
361,2957312,11580,24,4249.5,2239.8,3.7,8.3,2.36,0.625,0.6667,0.6,0.0,0.625,,332.4,5.46,8.0,0.7655,14.97,0.2829,2.15,0.0106,0.0893,0.809,-0.0108,0.0221,-0.7173,72,random,,,,,,
362,2965504,11605,25,4261.8,2140.5,3.8,8.4,2.51,0.8667,0.8333,1.0,0.0,0.8667,,296.9,5.84,9.2,0.8036,15.39,0.294,2.23,0.0169,0.0967,0.8279,-0.0051,0.0215,-0.7205,72,random,,,,,,
363,2973696,11630,25,4273.9,2284.4,3.6,8.3,2.25,0.7143,0.625,0.8333,0.0,0.7143,,275.8,5.44,7.79,0.7924,15.43,0.2896,2.21,0.0096,0.0976,0.8232,-0.0079,0.0215,-0.7666,72,random,,,,,,
364,2981888,11657,27,4286.3,2096.8,3.9,8.5,2.53,0.6429,0.5,0.8333,0.0,0.6429,,366.7,6.44,6.93,0.8134,15.63,0.2959,2.26,0.0086,0.0733,0.6995,-0.0092,0.0282,-0.7395,72,random,,,,,,
365,2990080,11681,24,4299.0,2066.9,4.0,8.4,2.61,0.75,0.6667,0.8,0.0,0.75,,389.2,6.33,12.12,0.8335,15.32,0.3054,2.3,0.0126,0.11,0.8585,-0.0063,0.0188,-0.7525,72,random,,,,,,
366,2998272,11707,26,4311.4,2117.4,3.9,8.3,2.57,0.9375,1.0,0.8571,0.0,0.9375,,311.3,6.15,16.06,0.8291,15.13,0.3052,2.29,0.0149,0.0946,0.8728,-0.0087,0.0169,-0.7798,73,random,,,,,,
367,3006464,11727,20,4323.6,2230.7,3.7,8.4,2.37,0.6667,0.625,0.7143,0.0,0.6667,,261.1,6.0,3.87,0.8268,14.73,0.3074,2.29,0.0091,0.075,0.8211,-0.0088,0.0227,-0.7569,73,random,,,,,,
368,3014656,11750,23,4336.0,2162.3,3.8,8.4,2.4,0.7143,0.6,0.7778,0.0,0.7143,,343.0,6.57,10.0,0.8924,16.83,0.3161,2.44,0.0102,0.0846,0.7639,-0.0092,0.0258,-0.7772,73,random,,,,,,
369,3022848,11772,22,4348.3,2264.0,3.6,8.3,2.29,0.7778,0.7143,1.0,0.0,0.7778,,396.9,6.68,8.56,0.8826,15.25,0.324,2.42,0.0107,0.0984,0.8465,-0.0109,0.0185,-0.7882,73,random,,,,,,
370,3031040,11792,20,4360.0,2505.8,3.3,8.4,1.94,0.8462,0.7143,1.0,0.0,0.8462,,334.1,6.45,9.62,0.8601,15.23,0.3159,2.36,0.009,0.0987,0.8658,-0.0087,0.0174,-0.7913,73,random,,,,,,
371,3039232,11819,27,4371.9,2463.6,3.3,8.5,1.96,1.0,1.0,1.0,0.0,1.0,,374.6,6.37,12.9,0.9039,16.47,0.3226,2.47,0.0108,0.0939,0.8765,-0.01,0.0195,-0.7928,74,random,,,,,,
372,3047424,11847,28,4384.2,2253.6,3.6,8.3,2.21,0.75,0.4,1.0,0.0,0.75,,362.9,5.96,3.25,0.8353,14.9,0.3092,2.31,0.011,0.0852,0.8869,-0.0092,0.0184,-0.7515,74,random,,,,,,
373,3055616,11868,21,4396.2,2330.0,3.5,8.4,2.22,0.8,1.0,0.6,0.0,0.8,,314.4,5.86,11.2,0.8415,15.24,0.3089,2.32,0.0074,0.0833,0.8846,-0.0077,0.0191,-0.7924,74,random,,,,,,
374,3063808,11893,25,4408.3,2300.2,3.6,8.2,2.2,0.4375,0.5,0.3333,0.0,0.4375,,273.2,5.72,4.69,0.8385,15.27,0.3077,2.31,0.0113,0.0982,0.7463,-0.0098,0.0346,-0.7915,74,random,,,,,,
375,3072000,11911,18,4420.2,2320.2,3.5,8.4,2.24,0.75,0.0,1.0,0.0,0.75,,467.9,7.11,7.25,0.8697,15.56,0.3169,2.39,0.0096,0.0798,0.8828,-0.011,0.0173,-0.8055,74,random,,,,,,
376,3080192,11943,32,4432.5,2256.0,3.6,8.1,2.32,0.95,0.9091,1.0,0.0,0.95,,298.8,5.88,15.05,0.9012,15.25,0.3308,2.46,0.0106,0.0863,0.9107,-0.0095,0.0182,-0.8089,75,random,,,,,,
377,3088384,11967,24,4444.5,2213.1,3.7,8.2,2.39,0.8333,0.75,0.875,0.0,0.8333,,397.6,6.71,3.58,0.8449,14.91,0.3127,2.33,0.0095,0.0874,0.8607,-0.01,0.0205,-0.7447,75,random,,,,,,
378,3096576,11999,32,4456.9,2010.7,4.1,8.2,2.76,0.7692,0.5,0.8889,0.0,0.7692,,290.7,5.25,11.0,0.8258,15.29,0.3028,2.28,0.011,0.0871,0.8438,-0.01,0.0251,-0.7513,75,random,,,,,,
379,3104768,12029,30,4469.2,2053.2,4.0,10.6,2.65,0.75,0.75,0.75,0.0,0.75,,297.7,5.63,5.12,0.7673,13.76,0.2927,2.15,0.0096,0.0878,0.7743,-0.0085,0.0297,-0.731,75,random,1024,200,0.8,0.71,0.89,2.3
380,3112960,12051,22,4486.1,2086.6,3.9,8.4,2.6,0.6154,0.6667,0.5,0.0,0.6154,,336.9,6.86,12.46,0.8293,15.91,0.2997,2.29,0.0132,0.1006,0.8177,-0.0077,0.0244,-0.7448,75,random,,,,,,
381,3121152,12077,26,4498.2,2332.2,3.5,8.2,2.22,0.7059,0.6,0.8571,0.0,0.7059,,216.7,4.92,8.0,0.8273,14.92,0.3061,2.29,0.012,0.0992,0.8805,-0.0091,0.0185,-0.7793,76,random,,,,,,
382,3129344,12098,21,4510.1,2291.6,3.6,8.3,2.23,1.0,1.0,1.0,0.0,1.0,,375.4,6.48,14.44,0.8657,15.68,0.3145,2.38,0.01,0.0861,0.9024,-0.0094,0.016,-0.7789,76,random,,,,,,
383,3137536,12137,39,4522.2,2229.9,3.7,8.2,2.34,0.8947,0.875,0.9091,0.0,0.8947,,304.9,5.49,9.84,0.8426,14.85,0.3123,2.32,0.0129,0.1027,0.8778,-0.0097,0.0258,-0.7515,76,random,,,,,,
384,3145728,12166,29,4534.5,2130.4,3.8,8.2,2.52,0.6429,0.6667,0.6,0.0,0.6429,,313.2,5.76,7.29,0.8006,13.98,0.3035,2.23,0.0081,0.0857,0.7896,-0.0078,0.0317,-0.7244,76,random,,,,,,
385,3153920,12188,22,4546.5,2252.4,3.6,8.2,2.33,0.7273,0.75,0.7143,0.0,0.7273,,277.5,4.95,5.36,0.8259,14.33,0.3102,2.28,0.011,0.0868,0.7747,-0.0095,0.026,-0.7406,76,random,,,,,,
386,3162112,12211,23,4558.5,2262.1,3.6,8.3,2.33,0.5833,0.8,0.4286,0.0833,0.5833,,267.2,5.39,2.17,0.8228,14.75,0.3058,2.28,0.01,0.0837,0.8353,-0.0081,0.0219,-0.7445,77,random,,,,,,
387,3170304,12235,24,4570.4,2363.9,3.5,8.3,2.16,0.8,0.75,0.8333,0.0,0.8,,335.9,6.08,6.7,0.8035,14.53,0.3002,2.23,0.0104,0.086,0.8732,-0.0093,0.0188,-0.741,77,random,,,,,,
388,3178496,12257,22,4582.5,2291.2,3.6,8.2,2.28,0.7778,0.5,1.0,0.0,0.7778,,332.7,6.18,11.78,0.829,14.49,0.3101,2.29,0.0094,0.0807,0.8306,-0.0103,0.0261,-0.7743,77,random,,,,,,
389,3186688,12289,32,4594.3,2320.5,3.5,8.2,2.23,0.7857,1.0,0.625,0.0,0.7857,,323.1,5.69,9.0,0.7871,14.1,0.2975,2.2,0.012,0.0852,0.7932,-0.0098,0.0324,-0.7411,77,random,,,,,,
390,3194880,12326,37,4606.9,1944.5,4.2,8.0,2.9,0.8235,1.0,0.7,0.0,0.8235,,309.7,5.73,14.18,0.8056,13.85,0.3065,2.24,0.0108,0.0996,0.8342,-0.0094,0.0254,-0.7207,77,random,,,,,,
391,3203072,12346,20,4618.7,2268.7,3.6,8.3,2.33,0.6154,0.5556,0.75,0.0,0.6154,,230.8,5.45,11.08,0.8015,14.49,0.2998,2.23,0.0114,0.0882,0.7435,-0.0093,0.0279,-0.7017,78,random,,,,,,
