update,timesteps,games,games_in_rollout,elapsed_s,steps_per_s,rollout_s,update_s,wait_s,win_rate,win_rate_us,win_rate_ussr,draw_rate,win_rate_vs_pool,win_rate_vs_anchor,ep_len_mean,turn_mean,entropy,k_valid,entropy_ratio,k_eff,approx_kl,clip_fraction,explained_variance,policy_loss,value_loss,entropy_loss,pool_size,anchor
23,188416,784,39,235.4,2244.4,3.6,8.0,2.4,0.64,0.5714,0.6667,0.0,0.64,,224.1,6.05,1.6478,9.85,0.7205,5.2,0.0033,0.0253,0.7754,-0.0034,0.0393,-1.5504,4,random
24,196608,822,38,247.1,2276.3,3.6,7.7,2.38,0.5714,0.4167,0.7778,0.0,0.5714,,236.0,6.11,1.6629,10.33,0.7122,5.27,0.0039,0.0241,0.8326,-0.0041,0.0296,-1.5731,4,random
25,204800,854,32,258.4,2448.3,3.3,8.2,2.12,0.6667,0.5556,0.8333,0.0,0.6667,,220.6,5.66,1.7121,11.12,0.7108,5.54,0.0053,0.0427,0.8602,-0.0049,0.028,-1.584,4,random
26,212992,900,46,270.1,2403.9,3.4,7.8,2.16,0.2273,0.1538,0.3333,0.0,0.2273,,194.8,5.17,1.6746,10.57,0.7102,5.34,0.0048,0.0318,0.8188,-0.0045,0.0354,-1.5582,5,random
27,221184,937,37,281.6,2365.2,3.5,7.8,2.25,0.5238,0.2727,0.8,0.0,0.5238,,203.3,5.46,1.6331,10.1,0.7062,5.12,0.0037,0.037,0.8874,-0.0045,0.0218,-1.5565,5,random
28,229376,968,31,293.0,2374.7,3.4,8.0,2.25,0.5,0.1429,0.8571,0.0714,0.5,,247.0,5.9,1.6615,10.35,0.7111,5.27,0.0044,0.0277,0.8794,-0.0047,0.0199,-1.5391,5,random
29,237568,1000,32,304.5,2439.8,3.4,8.1,2.15,0.2632,0.1111,0.4,0.0526,0.2632,,203.4,5.78,1.6636,10.83,0.6983,5.28,0.0044,0.0388,0.856,-0.0046,0.0283,-1.5437,5,random
30,245760,1041,41,316.8,2053.9,4.0,7.7,2.72,0.4737,0.2727,0.75,0.0,0.4737,,233.2,5.63,1.6132,10.28,0.6923,5.02,0.0044,0.03,0.7599,-0.0045,0.0403,-1.507,5,random
31,253952,1083,42,328.4,2132.3,3.8,7.7,2.64,0.5769,0.4,0.8182,0.0,0.5769,,232.8,6.26,1.6494,10.56,0.6998,5.2,0.0035,0.03,0.7811,-0.0046,0.0348,-1.5697,6,random
32,262144,1121,38,340.1,2162.8,3.8,7.5,2.56,0.52,0.3125,0.8889,0.0,0.52,,189.6,5.55,1.6107,10.37,0.6887,5.01,0.0036,0.0237,0.8601,-0.0046,0.0265,-1.5302,6,random
33,270336,1166,45,351.5,2222.6,3.7,7.5,2.45,0.4643,0.1429,0.7857,0.0,0.4643,,204.3,5.56,1.603,9.8,0.7024,4.97,0.0043,0.0342,0.8881,-0.0054,0.0228,-1.5328,6,random
34,278528,1208,42,362.5,2445.3,3.4,7.5,2.18,0.52,0.25,0.7692,0.0,0.52,,203.1,5.67,1.6571,10.33,0.7098,5.24,0.0041,0.0239,0.8443,-0.0038,0.0339,-1.5601,6,random
35,286720,1244,36,373.3,2615.4,3.1,7.6,1.99,0.5294,0.3,0.8571,0.0588,0.5294,,218.4,5.53,1.6623,10.57,0.7049,5.27,0.0041,0.0278,0.853,-0.0049,0.0273,-1.5539,6,random
36,294912,1288,44,384.4,2468.2,3.3,7.6,2.15,0.6957,0.6,0.7692,0.0,0.6957,,211.2,5.5,1.6358,10.2,0.7044,5.13,0.0042,0.0285,0.7514,-0.0051,0.0433,-1.534,7,random
37,303104,1331,43,395.5,2457.7,3.3,7.6,2.16,0.381,0.25,0.5556,0.0,0.381,,183.2,4.79,1.6533,10.51,0.703,5.22,0.005,0.0332,0.7863,-0.005,0.0436,-1.5333,7,random
38,311296,1361,30,406.7,2364.0,3.5,7.7,2.3,0.5333,0.2857,0.75,0.0,0.5333,,210.9,5.53,1.6346,10.89,0.6846,5.13,0.0036,0.0358,0.8313,-0.0049,0.0248,-1.5345,7,random
39,319488,1402,41,417.9,2418.6,3.4,7.4,2.18,0.68,0.5714,0.7222,0.0,0.68,,187.7,5.27,1.6599,10.9,0.6948,5.26,0.0063,0.0412,0.7282,-0.0059,0.0402,-1.5415,7,random
40,327680,1439,37,428.6,2576.9,3.2,7.7,2.0,0.5,0.4,0.625,0.0556,0.5,,253.3,6.19,1.6281,10.32,0.6975,5.09,0.0033,0.0271,0.8015,-0.0048,0.0275,-1.5197,7,random
41,335872,1474,35,439.6,2601.7,3.1,7.7,2.0,0.5,0.3,0.75,0.0,0.5,,214.7,5.51,1.5926,10.25,0.6842,4.92,0.0051,0.0339,0.8182,-0.0052,0.0276,-1.4648,8,random
42,344064,1516,42,450.6,2628.1,3.1,7.8,1.96,0.5,0.6,0.4,0.0,0.5,,194.8,5.19,1.5758,9.78,0.691,4.83,0.006,0.0515,0.6817,-0.0061,0.0472,-1.4684,8,random
43,352256,1556,40,462.0,2373.2,3.5,7.8,2.26,0.56,0.3077,0.8333,0.0,0.56,,218.9,5.88,1.5945,10.91,0.6672,4.93,0.0049,0.0455,0.7762,-0.0052,0.0319,-1.4954,8,random
44,360448,1585,29,473.3,2398.8,3.4,7.7,2.29,0.7692,0.6667,0.8571,0.0,0.7692,,228.7,5.55,1.579,10.61,0.6686,4.85,0.0044,0.0438,0.8429,-0.0063,0.0262,-1.4695,8,random
45,368640,1623,38,484.4,2611.0,3.1,7.6,1.98,0.4783,0.5,0.4545,0.0,0.4783,,241.5,6.58,1.5937,10.39,0.6808,4.92,0.0057,0.0453,0.7905,-0.0066,0.034,-1.4779,8,random
46,376832,1658,35,495.3,2620.3,3.1,7.6,1.96,0.5789,0.375,0.7273,0.0,0.5789,,201.7,5.29,1.5483,9.69,0.6817,4.7,0.005,0.0341,0.7611,-0.0063,0.034,-1.4589,9,random
47,385024,1687,29,506.0,2722.1,3.0,7.6,1.88,0.75,0.6667,0.8333,0.0,0.75,,254.7,5.86,1.5596,10.07,0.6752,4.76,0.0046,0.0413,0.7997,-0.0053,0.0259,-1.4705,9,random
48,393216,1722,35,517.0,2562.5,3.2,7.8,2.07,0.5882,0.5,0.7143,0.0,0.5882,,256.5,6.46,1.562,10.28,0.6703,4.77,0.0045,0.0346,0.7346,-0.0061,0.0364,-1.4592,9,random
49,401408,1758,36,528.1,2619.4,3.1,7.6,1.98,0.5,0.4545,0.5714,0.0,0.5,,237.1,5.81,1.5447,10.15,0.6666,4.69,0.0065,0.0644,0.8433,-0.0063,0.0305,-1.4503,9,random
50,409600,1797,39,539.0,2629.4,3.1,7.6,1.97,0.6111,0.3333,0.75,0.0,0.6111,,236.6,5.95,1.5692,10.39,0.6704,4.8,0.0068,0.053,0.8476,-0.008,0.0251,-1.4397,9,random
51,417792,1832,35,550.2,2400.8,3.4,7.7,2.24,0.7059,0.5,1.0,0.0,0.7059,,233.5,5.89,1.5283,10.21,0.6579,4.61,0.007,0.0655,0.8164,-0.0055,0.0275,-1.4212,10,random
52,425984,1868,36,561.2,2641.5,3.1,7.4,1.92,0.6522,0.5,0.8182,0.0,0.6522,,190.6,5.19,1.549,10.42,0.6609,4.71,0.0062,0.0478,0.7735,-0.0071,0.0337,-1.4172,10,random
53,434176,1908,40,571.8,2661.1,3.1,7.7,1.95,0.8,0.5,1.0,0.0,0.8,,215.9,5.3,1.5231,10.36,0.6513,4.59,0.0062,0.0549,0.8194,-0.0076,0.0295,-1.3981,10,random
54,442368,1949,41,582.8,2648.3,3.1,7.7,1.94,0.8333,0.7778,0.8889,0.0,0.8333,,212.1,4.9,1.4998,9.59,0.6633,4.48,0.0065,0.0636,0.7429,-0.007,0.0393,-1.3936,10,random
55,450560,1989,40,593.8,2588.7,3.2,7.7,2.04,0.75,0.6154,1.0,0.0,0.75,,172.2,4.33,1.497,9.63,0.661,4.47,0.0063,0.0524,0.7475,-0.0064,0.043,-1.3793,10,random
56,458752,2025,36,604.8,2641.5,3.1,7.6,1.99,0.6154,0.625,0.6,0.0,0.6154,,248.1,5.36,1.4528,9.34,0.6503,4.28,0.005,0.0511,0.7494,-0.0074,0.0443,-1.3685,11,random
57,466944,2068,43,615.8,2546.2,3.2,7.8,2.09,0.7917,0.5,1.0,0.0,0.7917,,166.2,4.35,1.4904,9.82,0.6526,4.44,0.0077,0.0737,0.752,-0.0062,0.038,-1.364,11,random
58,475136,2113,45,627.1,2469.7,3.3,7.5,2.15,0.8182,0.7778,0.8462,0.0,0.8182,,263.7,6.0,1.4695,9.53,0.6518,4.35,0.0051,0.0511,0.6795,-0.0079,0.0503,-1.3613,11,random
59,483328,2160,47,638.2,2399.0,3.4,7.5,2.28,0.6667,0.6154,0.7273,0.0,0.6667,,187.6,4.7,1.4767,9.76,0.6482,4.38,0.0064,0.0553,0.6909,-0.0077,0.0496,-1.3513,11,random
60,491520,2199,39,648.8,2750.4,3.0,7.6,1.82,0.65,0.5,0.8,0.0,0.65,,166.6,4.49,1.424,9.19,0.6421,4.15,0.0067,0.0698,0.7453,-0.0064,0.0368,-1.3275,11,random
61,499712,2240,41,659.8,2503.2,3.3,7.7,2.1,0.8421,0.7,1.0,0.0,0.8421,,186.2,4.44,1.3881,8.95,0.6333,4.01,0.0064,0.0544,0.7873,-0.0067,0.0336,-1.2907,12,random
62,507904,2285,45,671.3,2288.7,3.6,7.5,2.42,0.8,0.6471,1.0,0.0,0.8,,187.8,5.09,1.4154,9.63,0.6249,4.12,0.0081,0.0735,0.7421,-0.0076,0.0421,-1.2881,12,random
63,516096,2323,38,681.9,2798.3,2.9,7.5,1.81,0.7368,0.5833,1.0,0.0,0.7368,,184.7,4.92,1.4036,9.59,0.6209,4.07,0.0065,0.0695,0.6551,-0.0077,0.0467,-1.2949,12,random
64,524288,2353,30,692.5,2784.0,2.9,7.6,1.81,0.7143,0.5714,0.8571,0.0,0.7143,,218.3,5.07,1.3836,9.53,0.6139,3.99,0.0072,0.0648,0.7567,-0.0081,0.0335,-1.2776,12,random
65,532480,2382,29,703.3,2655.6,3.1,7.6,1.95,0.4615,0.4,0.6667,0.0,0.4615,,278.3,6.38,1.362,9.37,0.6087,3.9,0.0058,0.0623,0.7471,-0.0078,0.0255,-1.2845,12,random
66,540672,2420,38,714.3,2482.1,3.3,7.7,2.15,0.9286,0.75,1.0,0.0,0.9286,,214.8,5.21,1.3961,10.18,0.6016,4.04,0.0091,0.0791,0.816,-0.0079,0.0282,-1.3008,13,random
67,548864,2453,33,725.4,2582.1,3.2,7.6,2.03,0.625,0.6923,0.3333,0.0,0.625,,284.2,6.73,1.3856,10.06,0.6002,4.0,0.0068,0.0772,0.7826,-0.0068,0.0298,-1.2824,13,random
68,557056,2490,37,736.3,2557.5,3.2,7.4,2.03,0.6471,0.5714,0.7,0.0,0.6471,,249.9,5.78,1.3742,9.91,0.5992,3.95,0.006,0.0612,0.7833,-0.0074,0.0337,-1.2797,13,random
69,565248,2534,44,747.2,2462.4,3.3,7.8,2.15,0.7,0.6923,0.7059,0.0,0.7,,173.7,4.64,1.3474,9.29,0.6045,3.85,0.007,0.0619,0.734,-0.0063,0.0455,-1.2564,13,random
70,573440,2570,36,758.3,2636.7,3.1,7.4,1.9,0.6875,1.0,0.5455,0.0,0.6875,,216.6,4.89,1.3422,9.45,0.5976,3.83,0.0081,0.0883,0.7336,-0.0077,0.0371,-1.2524,13,random
71,581632,2612,42,769.1,2496.3,3.3,7.8,2.15,0.45,0.4615,0.4286,0.0,0.45,,222.5,5.43,1.3948,9.95,0.6072,4.03,0.0101,0.099,0.5899,-0.0078,0.0487,-1.2617,14,random
72,589824,2649,37,780.2,2647.8,3.1,7.4,2.0,0.7368,0.6364,0.875,0.0,0.7368,,208.6,5.19,1.3393,9.35,0.599,3.82,0.0089,0.0766,0.6122,-0.0081,0.0412,-1.2385,14,random
73,598016,2680,31,790.7,2796.0,2.9,7.6,1.81,0.7857,0.6,0.8889,0.0,0.7857,,223.5,5.52,1.3716,9.82,0.6005,3.94,0.0074,0.0669,0.6767,-0.008,0.0337,-1.2351,14,random
74,606208,2714,34,801.3,2810.0,2.9,7.8,1.8,0.7143,1.0,0.6,0.0,0.7143,,240.8,5.47,1.3127,9.58,0.5809,3.72,0.0082,0.0802,0.7035,-0.0088,0.0343,-1.2361,14,random
75,614400,2747,33,812.6,2425.0,3.4,7.5,2.22,0.7059,0.5,1.0,0.0,0.7059,,238.1,5.52,1.2971,9.43,0.578,3.66,0.01,0.0774,0.784,-0.0078,0.0252,-1.225,14,random
76,622592,2784,37,823.8,2333.3,3.5,7.3,2.26,0.8571,0.9,0.8182,0.0,0.8571,,243.6,6.03,1.2912,9.6,0.5709,3.64,0.0064,0.0774,0.6792,-0.0071,0.0438,-1.2212,15,random
77,630784,2822,38,834.6,2487.1,3.3,7.3,2.13,0.6316,0.4,0.8889,0.0,0.6316,,248.4,5.97,1.3252,9.43,0.5906,3.76,0.0094,0.0866,0.6963,-0.0092,0.038,-1.2382,15,random
78,638976,2852,30,845.2,2531.8,3.2,7.4,2.1,0.7778,0.9091,0.5714,0.0,0.7778,,262.6,6.47,1.3676,10.44,0.5831,3.93,0.0081,0.0913,0.7056,-0.0077,0.0353,-1.2385,15,random
79,647168,2877,25,855.8,2728.8,3.0,7.4,1.85,0.5714,0.3333,0.75,0.0,0.5714,,237.3,6.28,1.2863,9.61,0.5685,3.62,0.0082,0.0825,0.7459,-0.0071,0.0269,-1.1945,15,random
80,655360,2895,18,866.2,2842.1,2.9,7.4,1.75,0.8182,1.0,0.6667,0.0,0.8182,,239.9,6.44,1.2911,9.88,0.5635,3.64,0.0091,0.0965,0.7787,-0.0065,0.0216,-1.1985,15,random
81,663552,2926,31,876.5,2974.9,2.8,7.6,1.61,0.7692,0.7143,0.8333,0.0,0.7692,,357.8,7.81,1.3006,9.79,0.5702,3.67,0.009,0.1047,0.6776,-0.0059,0.0302,-1.2317,16,random
82,671744,2958,32,887.2,2834.6,2.9,7.8,1.76,0.6154,0.5,1.0,0.0,0.6154,,295.9,6.53,1.2942,9.49,0.5752,3.65,0.0065,0.0819,0.6491,-0.0065,0.0324,-1.2144,16,random
83,679936,2987,29,898.1,2730.2,3.0,7.8,1.88,0.7059,0.5714,0.8,0.0,0.7059,,280.2,6.97,1.3223,9.88,0.5773,3.75,0.0073,0.0796,0.7242,-0.008,0.0269,-1.2187,16,random
84,688128,3013,26,909.0,2804.8,2.9,7.3,1.77,0.7273,0.6667,0.75,0.0,0.7273,,271.6,6.31,1.261,9.4,0.5627,3.53,0.0083,0.0906,0.7199,-0.0073,0.0291,-1.1887,16,random
85,696320,3042,29,919.1,3114.2,2.6,7.4,1.5,0.4615,0.4,0.5,0.0,0.4615,,327.1,7.55,1.2799,9.66,0.5644,3.6,0.009,0.0883,0.7531,-0.0091,0.0257,-1.1499,16,random
86,704512,3067,25,929.3,3082.0,2.7,7.8,1.53,1.0,1.0,1.0,0.0,1.0,,273.2,6.32,1.2878,9.97,0.56,3.62,0.0089,0.0968,0.7515,-0.0075,0.0278,-1.188,17,random
87,712704,3092,25,939.9,3041.6,2.7,7.7,1.6,0.8889,0.875,1.0,0.0,0.8889,,303.6,6.92,1.2574,9.14,0.5683,3.52,0.0095,0.0814,0.7781,-0.0073,0.0269,-1.1376,17,random
88,720896,3126,34,950.7,2797.5,2.9,7.7,1.8,0.8,0.8333,0.7778,0.0,0.8,,253.2,5.85,1.2529,9.51,0.5564,3.5,0.0101,0.1045,0.7549,-0.0076,0.0297,-1.1825,17,random
89,729088,3161,35,961.6,2682.3,3.1,7.6,1.89,0.7857,0.8571,0.7143,0.0,0.7857,,312.6,6.86,1.2743,9.7,0.5608,3.58,0.009,0.0932,0.6658,-0.0068,0.0383,-1.1918,17,random
90,737280,3200,39,972.4,2644.2,3.1,7.6,1.93,0.7143,0.6154,0.875,0.0,0.7143,,206.1,5.26,1.2704,9.78,0.557,3.56,0.0096,0.0874,0.6973,-0.0098,0.0375,-1.187,17,random
91,745472,3224,24,983.0,2836.1,2.9,7.8,1.77,0.6429,0.7778,0.4,0.0,0.6429,,254.0,6.38,1.2193,9.36,0.5453,3.38,0.0083,0.0895,0.76,-0.0092,0.0263,-1.1486,18,random
92,753664,3253,29,994.4,2454.5,3.3,7.6,2.15,0.8462,0.875,0.8,0.0,0.8462,,278.7,6.28,1.2758,10.14,0.5508,3.58,0.0094,0.0803,0.798,-0.0088,0.029,-1.1872,18,random
93,761856,3283,30,1005.2,2676.1,3.1,7.4,1.92,0.7222,0.4286,0.9091,0.0,0.7222,,269.7,6.8,1.2226,9.49,0.5434,3.4,0.0096,0.0959,0.6531,-0.0083,0.0365,-1.12,18,random
94,770048,3310,27,1015.6,2910.8,2.8,7.6,1.66,0.5833,0.0,0.6364,0.0,0.5833,,319.4,7.19,1.2566,9.99,0.5461,3.51,0.0105,0.0912,0.7169,-0.0094,0.0271,-1.1325,18,random
95,778240,3341,31,1026.1,2902.4,2.8,7.6,1.68,0.8,0.6667,0.8571,0.0,0.8,,316.7,6.58,1.2152,9.95,0.5288,3.37,0.0108,0.1063,0.7801,-0.0069,0.0272,-1.1113,18,random
96,786432,3368,27,1037.0,2671.9,3.1,7.2,1.9,0.6923,0.625,0.8,0.0,0.6923,,264.5,6.48,1.2093,9.97,0.5259,3.35,0.0113,0.1096,0.7893,-0.006,0.0263,-1.092,19,random
97,794624,3398,30,1047.5,2578.8,3.2,7.4,2.06,0.9167,0.8571,1.0,0.0,0.9167,,275.0,6.13,1.1974,10.38,0.5117,3.31,0.0084,0.0858,0.7025,-0.0085,0.0311,-1.1011,19,random
98,802816,3431,33,1058.4,2442.8,3.4,7.5,2.23,0.64,0.4545,0.7857,0.0,0.64,,216.7,5.73,1.1728,8.98,0.5342,3.23,0.0083,0.0726,0.7045,-0.0078,0.0283,-1.1047,19,random
99,811008,3461,30,1069.2,2645.0,3.1,7.6,1.97,0.7692,0.8333,0.7143,0.0,0.7692,,298.8,7.07,1.1894,9.65,0.5247,3.28,0.0079,0.0766,0.7483,-0.0076,0.0323,-1.1076,19,random
100,819200,3492,31,1080.1,2558.6,3.2,7.6,2.07,0.6667,1.0,0.4444,0.0,0.6667,,271.8,6.39,1.1851,9.76,0.5201,3.27,0.0091,0.0884,0.802,-0.0075,0.0252,-1.0996,19,random
101,827392,3534,42,1091.3,2359.2,3.5,7.7,2.28,0.7826,0.7778,0.7857,0.0,0.7826,,250.8,5.71,1.2222,10.26,0.525,3.39,0.0074,0.0721,0.7097,-0.0092,0.0415,-1.0913,20,random
102,835584,3570,36,1102.4,2481.4,3.3,7.5,2.13,0.875,0.8667,0.8889,0.0,0.875,,203.8,5.69,1.1874,9.8,0.5203,3.28,0.008,0.0681,0.8076,-0.0091,0.0263,-1.0866,20,random
103,843776,3603,33,1113.4,2509.9,3.3,7.7,2.1,0.8421,0.6667,1.0,0.0,0.8421,,236.0,6.03,1.1998,10.08,0.5194,3.32,0.0085,0.0795,0.8128,-0.0077,0.0233,-1.0685,20,random
104,851968,3638,35,1124.5,2517.9,3.3,7.7,2.11,0.8947,0.9,0.8889,0.0,0.8947,,228.7,5.63,1.1404,9.04,0.518,3.13,0.0079,0.0749,0.7336,-0.0091,0.0358,-1.0538,20,random
105,860160,3673,35,1135.6,2539.2,3.2,7.7,2.06,0.8571,0.9167,0.7778,0.0,0.8571,,230.1,5.74,1.1392,9.41,0.5082,3.12,0.0136,0.0939,0.8059,-0.0076,0.0365,-1.0685,20,random
106,868352,3695,22,1146.4,2740.7,3.0,7.6,1.89,0.8462,0.8333,0.8571,0.0,0.8462,,255.7,6.23,1.1374,9.68,0.5011,3.12,0.008,0.076,0.8335,-0.0082,0.0265,-1.0562,21,random
107,876544,3722,27,1157.0,2868.5,2.9,7.8,1.73,0.6923,0.5,0.8571,0.0,0.6923,,310.7,7.15,1.1583,9.82,0.507,3.18,0.0091,0.0827,0.8049,-0.0086,0.0309,-1.0433,21,random
108,884736,3756,34,1167.9,2792.5,2.9,7.6,1.8,0.7857,0.8333,0.75,0.0,0.7857,,272.0,5.91,1.1226,9.08,0.5088,3.07,0.0091,0.0854,0.7733,-0.0082,0.0363,-1.0424,21,random
109,892928,3790,34,1178.4,3039.7,2.7,7.5,1.58,0.8889,1.0,0.6667,0.0,0.8889,,273.1,6.41,1.1649,10.01,0.5057,3.21,0.0073,0.0784,0.8045,-0.0055,0.0322,-1.0537,21,random
110,901120,3830,40,1189.0,2831.1,2.9,7.8,1.76,0.8125,0.8,0.8333,0.0,0.8125,,250.6,5.45,1.1359,9.51,0.5042,3.11,0.0095,0.1039,0.7406,-0.008,0.0406,-1.0208,21,random
111,909312,3860,30,1199.7,2977.1,2.8,7.6,1.65,0.5385,0.5556,0.5,0.0,0.5385,,156.1,3.93,1.1206,9.49,0.4979,3.07,0.0073,0.0834,0.7146,-0.0036,0.0391,-1.0105,22,random
112,917504,3892,32,1210.3,2841.5,2.9,7.9,1.76,0.7692,0.7143,0.8333,0.0,0.7692,,243.4,5.44,1.0932,9.17,0.4934,2.98,0.0104,0.0883,0.7316,-0.0084,0.0362,-0.9762,22,random
113,925696,3937,45,1221.7,2482.7,3.3,7.7,2.14,0.5789,0.3333,0.6923,0.0,0.5789,,262.9,5.49,1.1,9.6,0.4865,3.0,0.0108,0.0862,0.7211,-0.0082,0.0394,-1.0068,22,random
114,933888,3964,27,1232.7,2625.1,3.1,7.7,1.99,0.9412,1.0,0.8,0.0,0.9412,,207.7,5.63,1.0924,9.25,0.4909,2.98,0.0103,0.093,0.7778,-0.009,0.0274,-0.9976,22,random
115,942080,4008,44,1243.9,2459.7,3.3,7.8,2.16,0.6818,0.5,0.9,0.0,0.6818,,229.0,5.25,1.085,9.35,0.4854,2.96,0.0085,0.0862,0.7108,-0.0065,0.0483,-0.9799,22,random
116,950272,4047,39,1255.2,2423.7,3.4,7.7,2.25,0.9565,1.0,0.9231,0.0,0.9565,,238.4,5.49,1.091,9.81,0.4777,2.98,0.0084,0.0855,0.7725,-0.0083,0.0308,-0.9982,23,random
117,958464,4085,38,1266.2,2648.6,3.1,7.8,1.95,0.7917,0.6154,1.0,0.0,0.7917,,186.8,5.11,1.0791,9.36,0.4825,2.94,0.0095,0.0856,0.7796,-0.0072,0.0331,-1.005,23,random
118,966656,4114,29,1276.9,2868.0,2.9,7.9,1.74,0.9167,1.0,0.8889,0.0,0.9167,,257.0,5.66,1.0744,9.89,0.4688,2.93,0.009,0.0854,0.8081,-0.008,0.0309,-0.9685,23,random
119,974848,4145,31,1288.0,2692.2,3.0,7.4,1.9,0.7778,0.75,1.0,0.0,0.7778,,222.9,5.52,1.0633,9.87,0.4644,2.9,0.0083,0.0898,0.7568,-0.0083,0.0339,-0.9443,23,random
120,983040,4172,27,1298.4,2835.4,2.9,7.5,1.77,0.7143,0.8333,0.625,0.0,0.7143,,264.3,5.78,1.0075,9.19,0.4542,2.74,0.0128,0.1052,0.7743,-0.006,0.0311,-0.9208,23,random
121,991232,4204,32,1308.8,2961.6,2.8,7.7,1.62,1.0,1.0,1.0,0.0,1.0,,310.5,6.38,1.0203,9.42,0.455,2.77,0.011,0.1002,0.8519,-0.0056,0.0266,-0.9203,24,random
122,999424,4231,27,1319.5,2951.3,2.8,7.5,1.72,0.5,0.7143,0.2,0.0,0.5,,284.1,6.33,1.039,10.1,0.4493,2.83,0.0091,0.0831,0.6967,-0.0091,0.0407,-0.8969,24,random
123,1007616,4269,38,1329.9,2953.9,2.8,7.6,1.61,0.5714,0.5714,0.5714,0.0714,0.5714,,275.7,5.84,0.9952,9.27,0.447,2.71,0.01,0.0748,0.7768,-0.0079,0.0321,-0.9227,24,random
124,1015808,4295,26,1340.4,2996.5,2.7,7.5,1.62,0.8333,0.6,1.0,0.0,0.8333,,244.4,5.42,0.9871,9.63,0.4359,2.68,0.0096,0.0868,0.8193,-0.0089,0.0248,-0.9073,24,random
125,1024000,4323,28,1351.0,2734.3,3.0,7.7,1.8,0.8824,0.8889,0.875,0.0,0.8824,,251.3,5.96,0.9602,9.53,0.4258,2.61,0.0118,0.0975,0.8206,-0.0054,0.0265,-0.8752,24,random
126,1032192,4358,35,1361.5,3084.8,2.7,7.6,1.52,0.6667,0.4286,0.875,0.0,0.6667,,261.1,5.54,0.9611,9.39,0.4291,2.61,0.0102,0.0771,0.7564,-0.0077,0.0345,-0.8775,25,random
127,1040384,4400,42,1372.2,2818.8,2.9,7.7,1.76,0.7143,0.4286,1.0,0.0,0.7143,,289.9,5.71,0.9472,8.92,0.4328,2.58,0.0085,0.079,0.745,-0.0074,0.0398,-0.8737,25,random
128,1048576,4434,34,1383.1,2720.5,3.0,7.4,1.89,0.6875,0.5714,0.7778,0.0,0.6875,,176.8,4.15,0.9532,9.38,0.4259,2.59,0.0089,0.0849,0.7249,-0.0062,0.0443,-0.8451,25,random
129,1056768,4464,30,1393.6,2690.1,3.0,7.3,1.93,0.8095,0.75,0.8889,0.0,0.8095,,229.5,5.7,0.9385,9.57,0.4156,2.56,0.01,0.0854,0.8599,-0.0095,0.02,-0.8496,25,random
130,1064960,4485,21,1404.0,2846.6,2.9,7.9,1.79,0.7,0.5714,1.0,0.0,0.7,,277.5,5.86,0.8955,9.56,0.3966,2.45,0.0103,0.0881,0.8042,-0.0069,0.0269,-0.8258,25,random
131,1073152,4522,37,1415.0,2701.8,3.0,7.7,1.92,0.7143,0.5714,0.8571,0.0,0.7143,,293.9,6.0,0.9294,9.34,0.4159,2.53,0.0099,0.0871,0.7924,-0.0059,0.0366,-0.8627,26,random
132,1081344,4557,35,1426.2,2449.0,3.3,7.7,2.19,0.6818,0.5833,0.8,0.0,0.6818,,240.6,5.89,0.945,9.83,0.4135,2.57,0.0111,0.087,0.7351,-0.005,0.035,-0.8478,26,random
133,1089536,4585,28,1437.2,2656.3,3.1,7.8,1.93,0.8571,0.875,0.8333,0.0,0.8571,,288.8,6.0,0.9593,10.28,0.4116,2.61,0.0087,0.0743,0.8154,-0.0076,0.0248,-0.8735,26,random
134,1097728,4614,29,1448.3,2633.9,3.1,7.7,1.99,0.8824,0.9091,0.8333,0.0,0.8824,,250.7,6.24,0.9153,10.14,0.3951,2.5,0.0071,0.0782,0.793,-0.0056,0.0277,-0.8094,26,random
135,1105920,4647,33,1459.0,2848.2,2.9,7.8,1.75,0.7143,0.5,0.8,0.0714,0.7143,,272.9,5.73,0.9306,10.07,0.403,2.54,0.0142,0.0991,0.7757,-0.0065,0.0337,-0.8286,26,random
136,1114112,4675,28,1469.8,2857.0,2.9,7.7,1.76,0.8667,0.8182,1.0,0.0,0.8667,,248.6,5.46,0.9063,10.06,0.3926,2.48,0.0096,0.097,0.822,-0.0061,0.025,-0.822,27,random
137,1122304,4709,34,1480.6,2740.6,3.0,7.6,1.86,0.9167,0.8333,1.0,0.0,0.9167,,298.5,5.82,0.914,10.46,0.3893,2.49,0.0119,0.0952,0.8066,-0.0082,0.0311,-0.8095,27,random
138,1130496,4735,26,1491.3,2802.6,2.9,7.6,1.82,0.9167,1.0,0.8571,0.0,0.9167,,267.7,5.69,0.9084,10.65,0.384,2.48,0.0118,0.0949,0.8167,-0.0082,0.027,-0.8108,27,random
139,1138688,4765,30,1502.0,2782.5,2.9,7.5,1.83,0.7143,0.7778,0.6,0.0,0.7143,,266.2,5.7,0.9027,10.57,0.3829,2.47,0.0114,0.0886,0.8077,-0.0069,0.0306,-0.8142,27,random
140,1146880,4795,30,1512.7,2743.3,3.0,7.8,1.84,1.0,1.0,1.0,0.0,1.0,,255.1,5.67,0.9275,10.48,0.3947,2.53,0.01,0.1038,0.8388,-0.0057,0.0257,-0.8248,27,random
