update,timesteps,games,games_in_rollout,elapsed_s,steps_per_s,rollout_s,update_s,wait_s,win_rate,win_rate_us,win_rate_ussr,draw_rate,win_rate_vs_pool,win_rate_vs_anchor,ep_len_mean,turn_mean,vp_mean,entropy,k_valid,entropy_ratio,k_eff,approx_kl,clip_fraction,explained_variance,policy_loss,value_loss,entropy_loss,pool_size,anchor
272,2230912,8669,21,290.7,2560.5,3.2,7.9,1.95,0.8889,1.0,0.75,0.0,0.8889,,344.6,6.24,16.78,0.8069,17.11,0.2841,2.24,0.0122,0.0944,0.8494,-0.0078,0.0232,-0.7631,54,random
273,2239104,8689,20,302.1,2464.7,3.3,7.7,2.07,0.75,0.5,0.8333,0.0,0.75,,395.3,6.4,11.88,0.8877,17.54,0.3099,2.43,0.0106,0.0974,0.8535,-0.009,0.0214,-0.7894,54,random
274,2247296,8718,29,313.2,2505.2,3.3,7.9,1.98,0.7692,0.7778,0.75,0.0,0.7692,,396.0,6.76,12.92,0.8168,17.13,0.2875,2.26,0.0118,0.0858,0.8176,-0.0087,0.0262,-0.7523,54,random
275,2255488,8738,20,324.3,2639.4,3.1,7.9,1.85,0.75,0.6,0.8571,0.0,0.75,,282.0,5.5,10.25,0.8569,17.47,0.2995,2.36,0.0113,0.0918,0.8924,-0.0076,0.0175,-0.7509,54,random
276,2263680,8762,24,335.7,2446.0,3.3,7.9,2.08,0.9167,1.0,0.8333,0.0,0.9167,,353.0,6.38,10.5,0.8835,17.57,0.3082,2.42,0.0109,0.1097,0.8869,-0.0076,0.0201,-0.7944,55,random
277,2271872,8789,27,347.4,2311.2,3.5,7.8,2.24,0.7333,0.9,0.4,0.0,0.7333,,350.9,6.56,12.4,0.8589,17.03,0.303,2.36,0.0144,0.1078,0.8479,-0.0061,0.0246,-0.7719,55,random
278,2280064,8807,18,358.7,2417.8,3.4,7.8,2.14,1.0,1.0,1.0,0.0,1.0,,332.4,5.89,11.0,0.8148,17.38,0.2854,2.26,0.0126,0.0968,0.8725,-0.0075,0.0154,-0.7764,55,random
279,2288256,8833,26,370.2,2311.6,3.5,7.9,2.27,0.7143,0.625,0.8333,0.0,0.7143,,385.0,7.08,7.93,0.8424,17.03,0.2971,2.32,0.014,0.1098,0.8243,-0.0067,0.0247,-0.7806,55,random
280,2296448,8859,26,382.0,2210.0,3.7,7.8,2.43,0.8182,0.75,0.8571,0.0,0.8182,,362.5,6.04,8.36,0.8744,16.54,0.3116,2.4,0.011,0.0944,0.7962,-0.0088,0.0284,-0.7925,55,random
281,2304640,8889,30,393.5,2310.1,3.5,7.9,2.28,0.95,0.9286,1.0,0.0,0.95,,243.3,5.27,13.95,0.8805,16.82,0.312,2.41,0.0125,0.0928,0.8277,-0.0084,0.0244,-0.8118,56,random
282,2312832,8926,37,405.1,2270.0,3.6,8.0,2.35,0.8571,0.9167,0.7778,0.0,0.8571,,312.7,6.03,12.62,0.8563,17.43,0.2996,2.35,0.0089,0.0903,0.8175,-0.0065,0.0331,-0.8014,56,random
283,2321024,8945,19,417.0,2201.1,3.7,7.6,2.52,0.8182,0.7143,1.0,0.0,0.8182,,276.6,5.0,13.64,0.8505,16.6,0.3027,2.34,0.0097,0.086,0.8363,-0.009,0.0253,-0.8129,56,random
284,2329216,8976,31,428.7,2078.6,3.9,8.0,2.63,0.7368,0.7,0.7778,0.0,0.7368,,283.6,5.9,9.68,0.8348,16.64,0.2969,2.3,0.0105,0.0942,0.8427,-0.0086,0.0273,-0.792,56,random
285,2337408,9006,30,440.7,2112.4,3.9,7.9,2.57,0.8125,0.8571,0.7778,0.0,0.8125,,280.9,5.5,13.19,0.8485,17.03,0.2993,2.34,0.0093,0.0853,0.8431,-0.0092,0.0253,-0.7506,56,random
286,2345600,9036,30,452.3,2266.8,3.6,7.6,2.34,0.7778,0.8,0.75,0.0,0.7778,,298.2,6.07,15.94,0.8385,16.85,0.2969,2.31,0.0107,0.0911,0.8257,-0.0077,0.0281,-0.7754,57,random
287,2353792,9052,16,463.8,2245.6,3.6,8.0,2.4,0.8182,0.875,0.6667,0.0,0.8182,,217.8,4.62,7.91,0.8521,17.77,0.2962,2.34,0.0104,0.0868,0.8988,-0.0091,0.0161,-0.7911,57,random
288,2361984,9075,23,475.6,2208.8,3.7,7.8,2.46,0.5833,0.2,0.8571,0.0,0.5833,,440.0,7.52,9.58,0.8185,17.49,0.2861,2.27,0.0132,0.1002,0.845,-0.0074,0.0229,-0.7865,57,random
289,2370176,9107,32,487.2,2277.8,3.6,7.8,2.34,0.8125,0.7143,0.8889,0.0,0.8125,,327.4,6.03,9.75,0.7964,17.08,0.2807,2.22,0.0101,0.0839,0.85,-0.0092,0.0241,-0.745,57,random
290,2378368,9128,21,498.7,2318.3,3.5,7.9,2.28,0.8333,0.8,0.8571,0.0,0.8333,,309.4,5.86,11.5,0.8203,17.49,0.2866,2.27,0.0092,0.0922,0.9011,-0.0083,0.0169,-0.7538,57,random
291,2386560,9147,19,510.2,2364.1,3.5,7.6,2.23,0.9167,1.0,0.8571,0.0,0.9167,,314.8,6.37,16.42,0.8295,17.56,0.2895,2.29,0.0105,0.0836,0.9116,-0.0076,0.0158,-0.7961,58,random
292,2394752,9178,31,521.6,2279.7,3.6,7.7,2.36,0.9231,0.8889,1.0,0.0,0.9231,,366.3,6.45,15.31,0.7809,16.67,0.2775,2.18,0.0106,0.0814,0.8863,-0.0086,0.0194,-0.7185,58,random
293,2402944,9207,29,533.1,2303.6,3.6,7.8,2.3,0.9286,1.0,0.8571,0.0,0.9286,,337.2,6.17,14.86,0.7628,16.0,0.2751,2.14,0.0094,0.0927,0.8381,-0.0089,0.0245,-0.6893,58,random
294,2411136,9224,17,544.4,2395.2,3.4,7.8,2.11,0.9167,1.0,0.8889,0.0,0.9167,,292.5,6.18,14.58,0.7751,17.69,0.2698,2.17,0.0096,0.0756,0.909,-0.0073,0.0154,-0.7171,58,random
295,2419328,9255,31,556.0,2289.0,3.6,7.9,2.31,0.8667,0.6667,1.0,0.0,0.8667,,314.7,5.84,14.13,0.8074,16.52,0.2879,2.24,0.0133,0.0998,0.895,-0.0065,0.0194,-0.7506,58,random
296,2427520,9280,25,567.6,2286.0,3.6,8.0,2.33,0.7333,0.7143,0.75,0.0,0.7333,,282.8,5.4,13.47,0.7795,17.84,0.2705,2.18,0.0092,0.0964,0.8563,-0.0045,0.0251,-0.7224,59,random
297,2435712,9303,23,579.5,2224.4,3.7,8.0,2.27,0.6923,0.5714,0.8333,0.0,0.6923,,291.0,5.83,14.77,0.7851,17.27,0.2756,2.19,0.0147,0.0998,0.8485,-0.0068,0.0291,-0.7216,59,random
298,2443904,9335,32,591.2,2303.8,3.6,7.9,2.21,0.6923,0.6,0.75,0.0,0.6923,,354.7,6.0,8.69,0.7762,16.34,0.2779,2.17,0.0086,0.0934,0.8327,-0.0061,0.0347,-0.7467,59,random
299,2452096,9365,30,602.8,2251.1,3.6,8.0,2.31,0.7143,0.8,0.6667,0.0,0.7143,,376.7,6.2,9.36,0.7209,15.72,0.2617,2.06,0.0097,0.084,0.8605,-0.0096,0.0255,-0.6957,59,random
300,2460288,9397,32,614.7,2236.4,3.7,8.1,2.39,1.0,1.0,1.0,0.0,1.0,,214.5,4.66,15.1,0.7447,15.54,0.2714,2.11,0.0103,0.0891,0.8577,-0.0073,0.024,-0.7267,59,random
301,2468480,9421,24,626.7,2198.8,3.7,8.2,2.46,0.9091,0.75,1.0,0.0,0.9091,,300.0,5.46,13.27,0.7958,16.56,0.2835,2.22,0.0093,0.0864,0.9086,-0.0092,0.0146,-0.7397,60,random
302,2476672,9439,18,638.8,2236.9,3.7,8.0,2.36,0.7778,1.0,0.5,0.0,0.7778,,282.9,5.28,12.89,0.8321,16.79,0.295,2.3,0.0118,0.0977,0.8978,-0.0056,0.0186,-0.7507,60,random
303,2484864,9471,32,650.2,2517.9,3.3,8.0,1.97,0.7647,0.75,0.7778,0.0,0.7647,,330.1,6.31,12.06,0.8571,17.55,0.2991,2.36,0.0105,0.0897,0.8581,-0.0082,0.0248,-0.7616,60,random
304,2493056,9493,22,661.6,2511.2,3.3,7.8,1.97,0.6667,0.5714,0.8,0.0,0.6667,,275.0,5.18,12.58,0.8331,17.54,0.2908,2.3,0.0104,0.0843,0.8356,-0.009,0.0261,-0.7574,60,random
305,2501248,9517,24,673.2,2285.4,3.6,8.1,2.28,0.75,0.6,1.0,0.0,0.75,,370.9,6.04,4.0,0.8236,16.73,0.2923,2.28,0.0117,0.0819,0.8497,-0.0088,0.026,-0.7648,60,random
306,2509440,9551,34,685.2,2142.0,3.8,7.9,2.45,0.625,0.5,0.75,0.0,0.625,,330.5,5.85,3.44,0.8009,16.15,0.2879,2.23,0.0091,0.0753,0.8116,-0.0089,0.0333,-0.7512,61,random
307,2517632,9578,27,697.1,2158.6,3.8,8.0,2.49,0.8,0.8,0.8,0.0,0.8,,278.7,5.44,10.47,0.7635,15.93,0.2758,2.15,0.01,0.0806,0.8629,-0.009,0.0246,-0.7223,61,random
308,2525824,9610,32,708.9,2263.8,3.6,8.1,2.32,0.8095,0.7778,0.8333,0.0,0.8095,,221.9,4.72,11.9,0.7549,16.29,0.2705,2.13,0.0093,0.0811,0.8622,-0.0081,0.0252,-0.7039,61,random
309,2534016,9638,28,720.8,2302.2,3.6,8.0,2.21,0.9091,1.0,0.8,0.0,0.9091,,385.2,6.57,18.73,0.7396,16.55,0.2635,2.1,0.0097,0.0839,0.8641,-0.0084,0.0217,-0.6696,61,random
310,2542208,9663,25,732.8,2150.0,3.8,8.2,2.49,0.8462,0.8889,0.75,0.0,0.8462,,244.2,4.64,6.69,0.6881,16.17,0.2472,1.99,0.0094,0.0809,0.8472,-0.0091,0.0246,-0.6654,61,random
311,2550400,9692,29,744.8,2245.1,3.6,7.8,2.38,0.6667,0.625,0.7,0.0,0.6667,,283.2,5.62,8.06,0.7298,16.92,0.258,2.07,0.01,0.0725,0.8264,-0.0086,0.0315,-0.6843,62,random
312,2558592,9707,15,756.3,2347.7,3.5,8.0,2.26,0.875,1.0,0.8333,0.0,0.875,,245.0,4.73,14.62,0.8344,17.05,0.2942,2.3,0.0102,0.0844,0.905,-0.0086,0.019,-0.7565,62,random
313,2566784,9741,34,767.8,2440.9,3.4,7.8,2.07,0.6842,0.6923,0.6667,0.0,0.6842,,342.9,6.5,14.79,0.752,16.61,0.2676,2.12,0.0115,0.1031,0.8447,-0.0074,0.0299,-0.705,62,random
314,2574976,9766,25,779.3,2337.5,3.5,8.0,2.23,0.8889,0.6667,1.0,0.0,0.8889,,369.5,6.04,14.67,0.79,17.54,0.2758,2.2,0.0115,0.0843,0.8519,-0.0071,0.026,-0.711,62,random
315,2583168,9791,25,790.6,2591.6,3.2,7.8,1.94,0.8182,1.0,0.75,0.0,0.8182,,302.8,5.76,15.18,0.7319,15.67,0.266,2.08,0.0114,0.0895,0.8451,-0.0066,0.0246,-0.6696,62,random
316,2591360,9811,20,801.8,2610.8,3.1,7.9,1.9,0.8182,1.0,0.7778,0.0,0.8182,,330.2,6.2,4.45,0.7029,16.66,0.2499,2.02,0.0083,0.0775,0.8271,-0.0081,0.0264,-0.6673,63,random
317,2599552,9836,25,812.9,2667.5,3.1,8.0,1.84,0.8182,0.6667,1.0,0.0,0.8182,,346.0,5.88,12.09,0.7561,17.25,0.2655,2.13,0.01,0.0809,0.8785,-0.0081,0.0212,-0.727,63,random
318,2607744,9855,19,824.4,2427.0,3.4,8.0,2.14,1.0,1.0,1.0,0.0,1.0,,364.2,6.74,9.36,0.7733,17.6,0.2697,2.17,0.0146,0.1077,0.8651,-0.0067,0.0186,-0.7173,63,random
319,2615936,9882,27,836.1,2346.6,3.5,8.0,2.23,0.9167,1.0,0.8889,0.0,0.9167,,357.1,6.04,15.75,0.7699,18.13,0.2657,2.16,0.0121,0.0949,0.8691,-0.0097,0.0221,-0.7111,63,random
320,2624128,9908,26,847.7,2360.9,3.5,7.9,2.2,0.75,0.7,0.8333,0.0,0.75,,358.3,6.65,8.75,0.7317,16.97,0.2584,2.08,0.014,0.0864,0.8963,-0.007,0.019,-0.6695,63,random
321,2632320,9930,22,859.1,2425.1,3.4,8.0,2.1,0.7273,0.625,1.0,0.0,0.7273,,309.4,5.77,9.09,0.7515,15.66,0.2732,2.12,0.0097,0.0808,0.8957,-0.0087,0.0182,-0.724,64,random
322,2640512,9950,20,870.6,2435.9,3.4,8.1,2.13,0.75,0.5,0.8333,0.0,0.75,,325.8,5.7,12.38,0.7707,16.25,0.2764,2.16,0.0115,0.0931,0.8638,-0.0084,0.0229,-0.7042,64,random
323,2648704,9976,26,882.3,2417.1,3.4,7.8,2.13,0.7692,0.7778,0.75,0.0,0.7692,,346.7,6.35,8.85,0.7438,16.53,0.2652,2.1,0.0099,0.0802,0.8702,-0.0089,0.022,-0.7197,64,random
324,2656896,10004,28,893.5,2537.4,3.2,7.9,1.96,0.9286,0.8333,1.0,0.0,0.9286,,316.5,5.79,16.93,0.7624,15.78,0.2764,2.14,0.0127,0.0952,0.8844,-0.0071,0.0223,-0.7367,64,random
325,2665088,10032,28,904.7,2527.9,3.2,8.1,2.02,0.7692,0.75,0.7778,0.0,0.7692,,383.5,6.46,9.08,0.7562,16.23,0.2713,2.13,0.0099,0.0887,0.8119,-0.0083,0.0278,-0.7102,64,random
326,2673280,10054,22,916.5,2355.6,3.5,8.0,2.19,0.75,0.6,0.8571,0.0,0.75,,308.6,5.59,9.42,0.8059,17.14,0.2836,2.24,0.0094,0.0891,0.87,-0.0066,0.0222,-0.7275,65,random
327,2681472,10078,24,928.3,2273.4,3.6,8.0,2.28,0.8182,0.75,1.0,0.0,0.8182,,289.7,5.38,9.09,0.7848,17.15,0.2762,2.19,0.0104,0.0988,0.905,-0.0072,0.0167,-0.7397,65,random
328,2689664,10098,20,940.2,2189.4,3.7,8.2,2.47,0.8182,0.8,0.8333,0.0,0.8182,,369.5,6.85,14.64,0.7721,16.76,0.2739,2.16,0.0091,0.0789,0.8753,-0.0092,0.0192,-0.739,65,random
329,2697856,10123,25,952.1,2258.5,3.6,8.1,2.35,0.8125,0.7143,0.8889,0.0,0.8125,,319.3,6.24,16.69,0.8319,17.37,0.2914,2.3,0.0081,0.0807,0.8613,-0.0083,0.0218,-0.7427,65,random
330,2706048,10152,29,964.3,2095.2,3.9,8.0,2.58,0.6111,0.5833,0.6667,0.0,0.6111,,330.9,6.17,8.22,0.7878,16.89,0.2787,2.2,0.0109,0.0883,0.8152,-0.0081,0.0277,-0.7108,65,random
331,2714240,10179,27,976.1,2304.1,3.6,7.9,2.25,0.9231,1.0,0.75,0.0,0.9231,,370.5,6.85,17.85,0.7652,16.75,0.2715,2.15,0.0097,0.0818,0.8117,-0.0071,0.0247,-0.699,66,random
332,2722432,10197,18,987.2,2620.4,3.1,8.0,1.87,0.7273,0.75,0.7143,0.0,0.7273,,324.1,6.11,16.73,0.8054,16.81,0.2854,2.24,0.0107,0.0972,0.8134,-0.0087,0.0174,-0.7336,66,random
333,2730624,10217,20,998.2,2917.6,2.8,8.0,1.55,0.6,0.3333,1.0,0.0,0.6,,442.2,7.3,1.0,0.7999,17.07,0.2819,2.23,0.0103,0.0744,0.8353,-0.0083,0.0144,-0.742,66,random
334,2738816,10237,20,1009.5,2536.0,3.2,7.6,1.92,0.5,0.0,1.0,0.0,0.5,,417.8,6.75,2.0,0.7541,15.84,0.273,2.13,0.0104,0.0971,0.8299,-0.0085,0.0217,-0.7191,66,random
335,2747008,10261,24,1020.9,2264.9,3.6,7.8,2.35,0.6667,0.6,1.0,0.0,0.6667,,318.6,6.25,6.42,0.8017,16.84,0.2839,2.23,0.0127,0.0849,0.8182,-0.0091,0.0252,-0.71,66,random
336,2755200,10279,18,1032.5,2230.5,3.7,7.9,2.39,0.7,0.6,0.8,0.0,0.7,,312.4,5.89,12.8,0.8365,16.81,0.2964,2.31,0.0103,0.0848,0.903,-0.0089,0.0171,-0.771,67,random
337,2763392,10307,28,1044.2,2241.1,3.7,8.2,2.36,0.7692,0.6667,0.8571,0.0,0.7692,,420.9,7.39,9.69,0.8089,17.33,0.2836,2.25,0.0116,0.095,0.9205,-0.0072,0.0153,-0.7599,67,random
338,2771584,10337,30,1056.5,2066.0,4.0,7.7,2.64,0.4706,0.5455,0.3333,0.0,0.4706,,290.2,5.77,2.35,0.7585,16.92,0.2682,2.14,0.0117,0.0932,0.8452,-0.0074,0.0292,-0.7131,67,random
339,2779776,10366,29,1068.3,2113.1,3.9,7.9,2.58,0.5714,0.25,0.7,0.0,0.5714,,315.0,5.79,3.86,0.7578,15.44,0.2769,2.13,0.0102,0.09,0.8971,-0.0073,0.0188,-0.7133,67,random
340,2787968,10393,27,1079.9,2242.2,3.7,7.8,2.36,0.7857,0.875,0.6667,0.0,0.7857,,341.6,6.78,7.93,0.8045,16.53,0.2868,2.24,0.0105,0.0937,0.8833,-0.0078,0.0239,-0.7126,67,random
341,2796160,10426,33,1091.4,2389.4,3.4,7.9,2.2,0.7,0.6667,0.7273,0.0,0.7,,237.3,5.15,7.5,0.7763,15.1,0.286,2.17,0.0105,0.0817,0.8741,-0.0079,0.0243,-0.7146,68,random
342,2804352,10451,25,1102.8,2415.7,3.4,7.7,2.19,0.8462,0.8333,0.8571,0.0,0.8462,,278.5,5.28,17.23,0.7668,16.05,0.2762,2.15,0.0085,0.0662,0.8856,-0.0088,0.0194,-0.7289,68,random
343,2812544,10473,22,1114.3,2291.2,3.6,8.0,2.27,0.8889,0.8,1.0,0.0,0.8889,,312.5,5.45,6.67,0.8057,16.76,0.2858,2.24,0.0107,0.0869,0.8563,-0.0078,0.0204,-0.7252,68,random
344,2820736,10502,29,1126.2,2206.1,3.7,8.1,2.39,0.7333,0.6667,0.8333,0.0,0.7333,,303.7,6.21,5.27,0.7804,17.12,0.2748,2.18,0.0114,0.0827,0.8164,-0.0081,0.0276,-0.7167,68,random
345,2828928,10532,30,1137.8,2448.7,3.3,8.0,2.1,0.8,0.6,0.9,0.0667,0.8,,284.5,5.5,12.6,0.8053,16.79,0.2855,2.24,0.0101,0.0859,0.8747,-0.0089,0.024,-0.7368,68,random
346,2837120,10550,18,1149.1,2543.2,3.2,7.9,2.02,0.7778,0.75,0.8,0.1111,0.7778,,276.0,5.28,8.56,0.803,16.39,0.2871,2.23,0.0102,0.0764,0.9181,-0.0077,0.0165,-0.7175,69,random
347,2845312,10579,29,1160.7,2332.1,3.5,8.0,2.25,0.7,0.75,0.6667,0.0,0.7,,384.3,6.41,16.3,0.8117,16.72,0.2882,2.25,0.0101,0.0794,0.9214,-0.0079,0.0181,-0.7474,69,random
348,2853504,10600,21,1172.4,2376.1,3.4,8.3,2.2,0.8182,0.8571,0.75,0.0,0.8182,,376.5,7.29,12.91,0.7782,16.14,0.2798,2.18,0.0091,0.0743,0.911,-0.0086,0.0163,-0.713,69,random
349,2861696,10623,23,1184.2,2426.0,3.4,8.2,2.1,0.6364,0.6,0.6667,0.0,0.6364,,336.4,5.96,9.09,0.7473,16.59,0.266,2.11,0.0112,0.0904,0.8841,-0.0079,0.0218,-0.6998,69,random
350,2869888,10647,24,1195.8,2524.8,3.2,7.9,1.96,1.0,1.0,1.0,0.0,1.0,,356.0,6.54,18.64,0.7357,16.05,0.265,2.09,0.0095,0.0829,0.8795,-0.0082,0.0198,-0.6969,69,random
351,2878080,10667,20,1207.4,2318.8,3.5,7.8,2.18,0.6,0.6667,0.5,0.0,0.6,,321.2,5.9,8.9,0.7188,16.44,0.2567,2.05,0.0102,0.0742,0.8647,-0.0088,0.0189,-0.7028,70,random
352,2886272,10690,23,1218.5,2584.7,3.2,8.1,1.92,0.5,0.2857,0.7143,0.0,0.5,,313.0,5.87,1.14,0.7875,17.26,0.2764,2.2,0.0119,0.085,0.8681,-0.0098,0.0198,-0.7287,70,random
353,2894464,10718,28,1230.1,2437.4,3.4,7.6,2.09,0.8889,0.6667,1.0,0.0,0.8889,,392.4,6.39,12.22,0.7894,16.58,0.2811,2.2,0.0131,0.0934,0.8825,-0.0076,0.0227,-0.7128,70,random
354,2902656,10745,27,1241.3,2342.2,3.5,7.7,2.21,0.7143,0.5714,0.8571,0.0,0.7143,,323.7,5.78,10.71,0.7671,16.56,0.2733,2.15,0.0099,0.0974,0.8976,-0.0072,0.0224,-0.6973,70,random
355,2910848,10775,30,1252.9,2166.7,3.8,7.9,2.49,0.6667,0.5455,0.8571,0.0,0.6667,,281.6,5.63,4.17,0.7982,18.03,0.276,2.22,0.009,0.0736,0.8985,-0.008,0.0232,-0.7058,70,random
356,2919040,10801,26,1264.9,2113.8,3.9,8.0,2.58,0.8571,0.75,1.0,0.0,0.8571,,338.8,6.42,13.86,0.7224,15.44,0.264,2.06,0.0116,0.0948,0.9174,-0.0071,0.0146,-0.7,71,random
357,2927232,10825,24,1276.4,2425.2,3.4,7.9,2.09,0.9375,0.875,1.0,0.0,0.9375,,340.1,6.83,10.19,0.752,17.15,0.2646,2.12,0.0108,0.0813,0.8616,-0.0079,0.022,-0.6577,71,random
358,2935424,10840,15,1287.6,2640.9,3.1,7.9,1.78,0.5714,0.6667,0.5,0.0,0.5714,,311.5,5.87,13.57,0.7204,16.02,0.2597,2.06,0.0088,0.0832,0.9173,-0.0067,0.018,-0.6823,71,random
359,2943616,10869,29,1298.8,2614.7,3.1,8.0,1.87,0.7273,0.5,0.7778,0.0,0.7273,,323.5,5.52,8.73,0.7547,16.39,0.2698,2.13,0.0103,0.0795,0.8889,-0.0082,0.0212,-0.6793,71,random
360,2951808,10891,22,1310.1,2640.2,3.1,7.7,1.8,0.5,0.3333,0.6667,0.0,0.5,,358.0,5.82,9.5,0.7425,16.86,0.2628,2.1,0.0107,0.0814,0.8667,-0.0072,0.0241,-0.6996,71,random
361,2960000,10914,23,1321.4,2347.6,3.5,7.8,2.14,0.6667,0.6,1.0,0.0,0.6667,,377.7,6.13,1.83,0.7273,15.7,0.2641,2.07,0.0115,0.0976,0.8703,-0.0058,0.0229,-0.6943,72,random
362,2968192,10941,27,1333.1,2182.1,3.8,7.7,2.48,0.7857,0.75,0.8333,0.0,0.7857,,350.0,6.22,12.79,0.7321,16.09,0.2635,2.08,0.0117,0.0897,0.8751,-0.0094,0.022,-0.6753,72,random
363,2976384,10965,24,1344.6,2302.7,3.6,7.8,2.27,0.7143,0.5,0.8,0.0,0.7143,,314.8,6.12,8.0,0.7644,16.45,0.273,2.15,0.0117,0.0827,0.9036,-0.0077,0.0184,-0.7106,72,random
364,2984576,10993,28,1356.0,2324.2,3.5,7.8,2.23,0.8667,0.8889,0.8333,0.0,0.8667,,274.6,5.39,16.27,0.7463,16.08,0.2687,2.11,0.0115,0.0891,0.8816,-0.008,0.0202,-0.6992,72,random
365,2992768,11021,28,1367.5,2348.9,3.5,7.8,2.2,0.8462,0.7778,1.0,0.0,0.8462,,360.1,6.32,14.08,0.7178,15.63,0.2611,2.05,0.0105,0.0891,0.8695,-0.0081,0.0258,-0.6781,72,random
366,3000960,11047,26,1379.0,2294.3,3.6,8.0,2.25,0.8,0.7143,0.875,0.0,0.8,,301.3,5.46,12.87,0.7405,15.97,0.2673,2.1,0.0094,0.0811,0.8785,-0.0087,0.022,-0.6866,73,random
367,3009152,11067,20,1391.0,2139.0,3.8,7.9,2.49,0.5833,0.3333,0.8333,0.0,0.5833,,276.6,5.35,-0.92,0.8058,16.75,0.2859,2.24,0.0116,0.0931,0.8772,-0.0086,0.018,-0.7538,73,random
368,3017344,11096,29,1402.9,2113.2,3.9,7.8,2.51,0.75,0.5,0.875,0.0,0.75,,336.8,6.07,7.67,0.7608,16.09,0.2738,2.14,0.0097,0.0878,0.8757,-0.0085,0.0219,-0.7323,73,random
369,3025536,11124,28,1414.7,2179.9,3.8,7.9,2.47,0.9231,0.8333,1.0,0.0,0.9231,,340.0,6.5,10.92,0.7516,16.01,0.271,2.12,0.0142,0.0941,0.8757,-0.0086,0.0234,-0.6823,73,random
370,3033728,11152,28,1426.3,2282.6,3.6,7.9,2.23,0.8462,1.0,0.8,0.0,0.8462,,268.1,5.25,10.38,0.7609,15.78,0.2758,2.14,0.0117,0.0916,0.884,-0.0085,0.0229,-0.7136,73,random
371,3041920,11177,25,1438.3,2116.9,3.9,8.2,2.46,0.7778,0.75,0.8,0.0,0.7778,,373.0,6.36,13.44,0.7727,16.34,0.2766,2.17,0.0108,0.0861,0.8939,-0.0101,0.0191,-0.6962,74,random
372,3050112,11196,19,1450.3,2255.3,3.6,7.9,2.28,0.6429,0.6,0.6667,0.0,0.6429,,245.7,5.58,5.07,0.798,17.0,0.2816,2.22,0.0096,0.0785,0.9119,-0.0092,0.016,-0.7196,74,random
373,3058304,11218,22,1461.9,2336.4,3.5,8.1,2.2,0.6667,0.75,0.625,0.0,0.6667,,332.4,6.09,9.5,0.794,17.46,0.2776,2.21,0.015,0.0896,0.8466,-0.008,0.0243,-0.7075,74,random
374,3066496,11245,27,1474.0,2105.3,3.9,8.2,2.56,0.9091,0.8,1.0,0.0,0.9091,,355.5,6.07,15.36,0.76,16.86,0.269,2.14,0.0131,0.0949,0.8706,-0.0078,0.0233,-0.7128,74,random
375,3074688,11275,30,1486.2,2128.2,3.8,8.1,2.49,0.8235,0.875,0.7778,0.0,0.8235,,303.1,5.83,9.41,0.7433,16.32,0.2662,2.1,0.0113,0.0988,0.8598,-0.0076,0.0312,-0.6904,74,random
376,3082880,11304,29,1498.5,2063.6,4.0,8.0,2.62,0.7143,0.75,0.6667,0.0,0.7143,,307.8,5.48,6.93,0.6919,15.82,0.2506,2.0,0.0101,0.0871,0.8468,-0.0081,0.0283,-0.6786,75,random
377,3091072,11337,33,1510.6,2094.4,3.9,7.9,2.56,0.8,0.7778,0.8182,0.0,0.8,,299.0,5.85,13.45,0.7368,16.02,0.2656,2.09,0.0116,0.0861,0.8655,-0.0073,0.0243,-0.6543,75,random
378,3099264,11359,22,1522.3,2205.7,3.7,8.0,2.46,0.6429,0.5556,0.8,0.0,0.6429,,296.4,6.14,7.43,0.7029,15.57,0.256,2.02,0.0111,0.0906,0.8787,-0.0077,0.021,-0.6777,75,random
379,3107456,11387,28,1534.1,2278.5,3.6,8.0,2.32,0.7857,0.8333,0.75,0.0,0.7857,,303.6,5.39,9.21,0.7481,16.4,0.2675,2.11,0.0134,0.0772,0.8275,-0.0078,0.0261,-0.6893,75,random
380,3115648,11408,21,1546.1,2183.9,3.8,8.2,2.45,0.6,0.8,0.4,0.0,0.6,,323.4,6.19,3.6,0.6902,15.9,0.2495,1.99,0.0117,0.0885,0.8287,-0.0072,0.0235,-0.668,75,random
381,3123840,11439,31,1558.0,2303.1,3.6,8.1,2.25,0.8235,0.7778,0.875,0.0,0.8235,,334.0,6.52,11.18,0.6984,15.97,0.2521,2.01,0.0105,0.0886,0.8689,-0.0081,0.0215,-0.6531,76,random
382,3132032,11482,43,1570.0,2170.0,3.8,8.2,2.38,0.85,1.0,0.6667,0.0,0.85,,248.8,4.81,13.65,0.6614,15.25,0.2427,1.94,0.0085,0.0627,0.8133,-0.0081,0.0326,-0.6127,76,random
383,3140224,11512,30,1582.5,2002.8,4.1,8.3,2.77,0.6923,0.625,0.8,0.0,0.6923,,260.5,4.73,10.15,0.6874,15.38,0.2515,1.99,0.0103,0.0857,0.8185,-0.0067,0.0262,-0.6426,76,random
384,3148416,11536,24,1595.3,1867.8,4.4,7.9,3.07,0.9286,0.8889,1.0,0.0,0.9286,,299.0,5.92,11.5,0.7467,16.99,0.2636,2.11,0.0091,0.074,0.8508,-0.0078,0.0234,-0.6823,76,random
385,3156608,11572,36,1607.3,2089.0,3.9,7.9,2.6,0.7083,0.6429,0.8,0.0,0.7083,,218.1,4.86,8.17,0.6893,15.55,0.2512,1.99,0.0103,0.0793,0.832,-0.0071,0.0298,-0.6281,76,random
