update,timesteps,games,games_in_rollout,elapsed_s,steps_per_s,rollout_s,update_s,wait_s,win_rate,win_rate_us,win_rate_ussr,draw_rate,win_rate_vs_pool,win_rate_vs_anchor,ep_len_mean,turn_mean,vp_mean,entropy,k_valid,entropy_ratio,k_eff,approx_kl,clip_fraction,explained_variance,policy_loss,value_loss,entropy_loss,pool_size,anchor
159,1302528,5647,24,1684.5,2987.4,2.7,7.2,1.62,0.625,0.5,0.75,0.0,0.625,,250.4,5.38,3.12,1.0875,12.2,0.4347,2.97,0.0106,0.107,0.7228,-0.0071,0.0321,-1.0061,31,random
160,1310720,5664,17,1694.5,3043.3,2.7,7.1,1.6,0.6,0.6667,0.5,0.0,0.6,,311.9,6.82,8.2,1.1193,12.84,0.4386,3.06,0.0088,0.0905,0.735,-0.0092,0.0246,-1.0333,31,random
161,1318912,5699,35,1704.7,2829.2,2.9,7.3,1.77,0.6154,0.7143,0.5,0.0,0.6154,,351.2,7.0,5.46,1.0567,12.04,0.4247,2.88,0.0096,0.0931,0.7116,-0.0088,0.0331,-0.992,32,random
162,1327104,5725,26,1715.4,2529.0,3.2,7.1,2.11,0.8182,0.75,0.8571,0.0,0.8182,,365.2,7.23,5.64,1.124,12.66,0.4428,3.08,0.0103,0.0965,0.6976,-0.0082,0.0283,-1.0288,32,random
163,1335296,5751,26,1725.6,2688.3,3.0,7.2,1.92,0.9444,0.9091,1.0,0.0,0.9444,,200.9,5.27,11.67,1.1141,12.44,0.442,3.05,0.0138,0.1105,0.7688,-0.0079,0.0257,-1.0325,32,random
164,1343488,5780,29,1736.0,2661.3,3.1,7.2,1.96,0.9286,1.0,0.8889,0.0,0.9286,,327.8,6.86,6.07,1.1298,12.75,0.4438,3.09,0.0109,0.0986,0.7909,-0.0092,0.0272,-1.0415,32,random
165,1351680,5811,31,1746.0,3136.7,2.6,7.1,1.5,0.8,0.75,0.8571,0.0,0.8,,243.2,5.29,5.2,1.1187,12.35,0.445,3.06,0.0108,0.0928,0.6929,-0.0066,0.0266,-1.0152,32,random
166,1359872,5829,18,1756.1,2970.0,2.8,7.2,1.63,0.8571,0.8,1.0,0.0,0.8571,,388.3,7.83,4.57,1.1037,13.12,0.4288,3.02,0.0128,0.1119,0.7999,-0.0073,0.0201,-0.9982,33,random
167,1368064,5863,34,1766.3,2854.0,2.9,7.2,1.76,0.6875,0.5556,0.8571,0.0625,0.6875,,313.1,6.59,10.38,1.0433,11.92,0.421,2.84,0.0088,0.0721,0.7523,-0.0094,0.0308,-0.9884,33,random
168,1376256,5887,24,1776.5,2851.4,2.9,7.2,1.72,0.8571,0.5,1.0,0.0,0.8571,,281.5,5.25,13.43,1.0438,12.4,0.4146,2.84,0.0117,0.0887,0.7464,-0.0072,0.0322,-0.9567,33,random
169,1384448,5919,32,1787.0,2606.9,3.1,7.0,1.97,0.7647,0.7273,0.8333,0.0,0.7647,,261.5,6.16,11.18,1.0164,12.42,0.4034,2.76,0.0122,0.1002,0.8131,-0.0072,0.0291,-0.9148,33,random
170,1392640,5955,36,1797.5,2459.9,3.3,7.2,2.16,0.625,0.5714,0.6667,0.0,0.625,,287.4,5.67,11.81,1.0111,12.12,0.4053,2.75,0.0108,0.099,0.6411,-0.008,0.0444,-0.9347,33,random
171,1400832,5989,34,1808.3,2376.4,3.4,7.2,2.27,0.9048,0.875,0.9231,0.0,0.9048,,253.9,6.0,13.19,1.0387,12.44,0.4121,2.83,0.01,0.0905,0.7466,-0.007,0.0307,-0.9461,34,random
172,1409024,6016,27,1818.9,2579.2,3.2,7.1,2.04,0.8571,1.0,0.75,0.0,0.8571,,248.3,6.0,16.0,1.0334,12.4,0.4105,2.81,0.0096,0.0885,0.7888,-0.0086,0.0255,-0.9422,34,random
173,1417216,6043,27,1829.4,2535.4,3.2,7.1,2.0,0.8333,0.7778,1.0,0.0,0.8333,,313.4,6.44,6.08,1.0051,12.31,0.4004,2.73,0.0086,0.0832,0.807,-0.0075,0.0228,-0.9586,34,random
174,1425408,6064,21,1839.6,2693.7,3.0,7.3,1.9,0.9167,1.0,0.8,0.0,0.9167,,303.6,7.29,12.08,1.0496,12.82,0.4115,2.86,0.0128,0.1014,0.8324,-0.0091,0.02,-0.9745,34,random
175,1433600,6083,19,1850.3,2602.8,3.1,7.3,1.99,0.8571,0.6667,1.0,0.0,0.8571,,347.4,6.53,10.71,1.0475,13.23,0.4056,2.85,0.0123,0.1051,0.8294,-0.0088,0.0215,-0.9867,34,random
176,1441792,6116,33,1860.8,2662.1,3.1,7.4,1.9,0.9412,1.0,0.9,0.0,0.9412,,311.4,6.76,11.0,1.0325,13.7,0.3945,2.81,0.0114,0.0986,0.7402,-0.0089,0.0333,-0.95,35,random
177,1449984,6147,31,1871.7,2502.1,3.3,7.3,2.12,0.8824,0.875,0.8889,0.0,0.8824,,311.7,6.58,12.24,1.0213,12.96,0.3987,2.78,0.0111,0.1026,0.7944,-0.0083,0.0286,-0.9521,35,random
178,1458176,6172,25,1882.2,2642.2,3.1,7.4,1.96,0.6923,0.625,0.8,0.0,0.6923,,324.1,6.64,8.0,0.9938,12.85,0.3892,2.7,0.0078,0.0886,0.7365,-0.0063,0.0298,-0.9051,35,random
179,1466368,6205,33,1892.8,2714.1,3.0,7.4,1.85,0.625,0.6667,0.5714,0.0,0.625,,250.4,5.88,10.12,0.9477,12.63,0.3737,2.58,0.0111,0.1153,0.6535,-0.0042,0.0413,-0.8819,35,random
180,1474560,6242,37,1904.0,2258.3,3.6,7.3,2.41,0.8,0.8571,0.75,0.0,0.8,,237.0,4.86,10.13,0.987,13.04,0.3843,2.68,0.0105,0.0948,0.722,-0.0085,0.0407,-0.8856,35,random
181,1482752,6272,30,1915.2,2160.5,3.8,7.3,2.6,0.9231,0.8333,1.0,0.0,0.9231,,269.8,5.67,9.46,0.9409,12.96,0.3672,2.56,0.01,0.0961,0.7415,-0.0082,0.0274,-0.9142,36,random
182,1490944,6311,39,1926.3,2280.4,3.6,7.3,2.4,0.88,0.9231,0.8333,0.0,0.88,,258.6,6.38,11.12,1.0266,13.52,0.3942,2.79,0.0097,0.0862,0.7896,-0.0073,0.0332,-0.9197,36,random
183,1499136,6345,34,1936.8,2687.2,3.0,7.0,1.91,0.8571,0.75,1.0,0.0,0.8571,,235.0,5.35,10.57,0.9866,12.45,0.3913,2.68,0.0087,0.0822,0.8426,-0.0086,0.0228,-0.8836,36,random
184,1507328,6365,20,1946.6,3051.6,2.7,7.3,1.55,0.8462,1.0,0.6667,0.0,0.8462,,201.3,5.2,11.0,0.9936,12.72,0.3907,2.7,0.0096,0.0867,0.8303,-0.0074,0.0194,-0.9088,36,random
185,1515520,6394,29,1957.0,2835.0,2.9,7.3,1.73,0.6667,0.5714,0.8,0.0,0.6667,,258.1,5.34,7.08,1.0319,13.38,0.3978,2.81,0.0105,0.0942,0.7068,-0.0089,0.0369,-0.97,36,random
186,1523712,6420,26,1967.4,2764.6,3.0,7.3,1.81,0.7143,0.625,0.8333,0.0,0.7143,,295.5,6.35,11.71,0.9755,12.67,0.3841,2.65,0.0102,0.0922,0.7788,-0.0081,0.0323,-0.9269,37,random
187,1531904,6450,30,1977.6,2925.1,2.8,7.5,1.66,0.7778,0.5,1.0,0.0,0.7778,,353.7,6.27,5.67,1.0088,13.83,0.384,2.74,0.0122,0.0952,0.7713,-0.0081,0.0314,-0.9588,37,random
188,1540096,6476,26,1988.2,2763.1,3.0,7.3,1.8,0.6667,0.7143,0.6,0.0,0.6667,,289.5,5.73,12.08,1.0373,14.53,0.3876,2.82,0.0103,0.0975,0.7846,-0.007,0.0273,-0.9564,37,random
189,1548288,6504,28,1998.7,2683.9,3.1,7.3,1.9,0.8182,0.8333,0.8,0.0,0.8182,,303.5,6.36,9.27,1.0199,13.89,0.3877,2.77,0.0101,0.0943,0.8121,-0.0076,0.0263,-0.9475,37,random
190,1556480,6540,36,2009.1,2743.1,3.0,7.3,1.82,0.8636,0.9091,0.8182,0.0,0.8636,,261.1,5.75,12.18,0.9955,13.34,0.3842,2.71,0.0088,0.0886,0.7893,-0.0091,0.028,-0.9237,37,random
191,1564672,6570,30,2019.4,2905.8,2.8,7.4,1.69,0.7273,0.8,0.6667,0.0,0.7273,,231.8,4.6,8.09,0.9576,12.95,0.3739,2.61,0.0108,0.1074,0.7669,-0.0057,0.0326,-0.9076,38,random
192,1572864,6598,28,2030.0,2704.8,3.0,7.3,1.85,0.75,0.5,1.0,0.0,0.75,,289.5,5.75,6.81,1.0227,13.81,0.3895,2.78,0.0109,0.0925,0.8526,-0.0083,0.0268,-0.9314,38,random
193,1581056,6630,32,2040.8,2533.4,3.2,7.4,2.05,0.9412,0.9091,1.0,0.0,0.9412,,309.3,6.31,13.59,0.9929,13.4,0.3826,2.7,0.0092,0.0766,0.8724,-0.0086,0.0221,-0.931,38,random
194,1589248,6649,19,2051.5,2586.7,3.2,7.5,2.0,0.7273,0.6667,0.8,0.0,0.7273,,259.5,5.68,7.09,0.9816,14.46,0.3675,2.67,0.0101,0.1047,0.8916,-0.0057,0.0199,-0.9156,38,random
195,1597440,6683,34,2063.0,2168.9,3.8,7.5,2.45,0.75,0.625,0.875,0.0,0.75,,344.7,6.85,4.94,1.0083,13.91,0.383,2.74,0.0094,0.0886,0.843,-0.0091,0.0278,-0.9294,38,random
196,1605632,6703,20,2073.8,2548.9,3.2,7.5,2.01,0.9091,0.75,1.0,0.0,0.9091,,307.6,6.3,13.09,0.9892,13.77,0.3772,2.69,0.0106,0.0899,0.8653,-0.0104,0.02,-0.8953,39,random
197,1613824,6725,22,2084.7,2542.3,3.2,7.5,1.99,0.8,0.8333,0.75,0.0,0.8,,307.0,6.55,6.5,0.9333,13.76,0.3559,2.54,0.0177,0.0953,0.7675,-0.0082,0.0294,-0.8638,39,random
198,1622016,6753,28,2095.7,2463.9,3.3,7.5,2.08,0.9091,0.8333,1.0,0.0,0.9091,,360.5,6.68,13.36,0.9795,13.91,0.3721,2.66,0.0087,0.0868,0.8233,-0.007,0.0261,-0.8975,39,random
199,1630208,6783,30,2106.8,2399.4,3.4,7.3,2.2,0.8333,0.8182,0.8571,0.0,0.8333,,261.1,5.63,11.61,0.9218,14.31,0.3464,2.51,0.0083,0.0895,0.8305,-0.0078,0.0252,-0.8691,39,random
200,1638400,6808,25,2117.5,2537.4,3.2,7.3,1.98,0.8462,0.8333,0.8571,0.0,0.8462,,325.7,6.6,8.69,0.9533,13.66,0.3647,2.59,0.0085,0.0788,0.8343,-0.0079,0.0221,-0.8721,39,random
201,1646592,6832,24,2128.1,2637.7,3.1,7.6,1.9,0.7143,0.7143,0.7143,0.0,0.7143,,311.5,6.62,9.07,0.9874,14.69,0.3675,2.68,0.0119,0.0956,0.8339,-0.0077,0.0238,-0.8915,40,random
202,1654784,6860,28,2138.9,2658.1,3.1,7.5,1.84,0.8125,0.9231,0.3333,0.0,0.8125,,280.0,5.79,9.81,0.9253,13.67,0.3538,2.52,0.0072,0.0718,0.7841,-0.0084,0.0305,-0.8482,40,random
203,1662976,6889,29,2149.7,2597.3,3.2,7.3,2.03,0.9167,1.0,0.8333,0.0,0.9167,,295.8,5.52,14.25,0.9358,14.03,0.3543,2.55,0.0094,0.0823,0.8364,-0.0092,0.0262,-0.8678,40,random
204,1671168,6912,23,2160.5,2463.5,3.3,7.3,2.14,0.9091,1.0,0.8333,0.0,0.9091,,331.3,6.26,14.55,0.9552,14.49,0.3572,2.6,0.0083,0.0834,0.8508,-0.0091,0.0262,-0.8989,40,random
205,1679360,6941,29,2171.4,2394.9,3.4,7.4,2.25,0.8235,0.8889,0.75,0.0,0.8235,,306.1,6.41,10.65,1.0258,14.77,0.381,2.79,0.0092,0.0837,0.8251,-0.0108,0.0346,-0.9245,40,random
206,1687552,6971,30,2182.2,2511.6,3.3,7.5,2.06,0.8421,0.7778,0.9,0.0,0.8421,,254.9,5.43,7.68,0.977,15.1,0.3598,2.66,0.0105,0.0964,0.8404,-0.0088,0.0282,-0.8829,41,random
207,1695744,6997,26,2192.9,2675.2,3.1,7.5,1.87,1.0,1.0,1.0,0.0,1.0,,336.7,6.38,17.83,0.9245,14.46,0.346,2.52,0.0091,0.1025,0.81,-0.0055,0.0297,-0.8609,41,random
208,1703936,7025,28,2203.8,2520.2,3.3,7.5,2.01,0.7333,0.8571,0.625,0.0,0.7333,,287.2,5.75,5.4,0.9108,14.99,0.3364,2.49,0.009,0.0974,0.7847,-0.0079,0.0328,-0.8404,41,random
209,1712128,7049,24,2214.5,2596.9,3.2,7.2,1.97,0.8333,1.0,0.75,0.0,0.8333,,360.8,6.67,15.0,0.9408,15.49,0.3434,2.56,0.0094,0.0824,0.8448,-0.0085,0.0235,-0.8649,41,random
210,1720320,7079,30,2225.2,2543.2,3.2,7.5,2.03,0.8235,0.8,0.8333,0.0,0.8235,,254.8,5.4,12.59,0.9446,14.58,0.3525,2.57,0.0105,0.0962,0.7976,-0.0087,0.0321,-0.8594,41,random
211,1728512,7106,27,2236.2,2435.8,3.4,7.6,2.2,0.7143,0.625,0.8333,0.0,0.7143,,322.4,6.07,11.57,0.9272,14.65,0.3454,2.53,0.0101,0.0995,0.8298,-0.0078,0.0273,-0.8586,42,random
212,1736704,7135,29,2247.4,2387.7,3.4,7.6,2.23,1.0,1.0,1.0,0.0,1.0,,371.6,6.9,16.5,0.9482,14.29,0.3565,2.58,0.0104,0.0872,0.8375,-0.0097,0.0212,-0.892,42,random
213,1744896,7155,20,2258.3,2610.4,3.1,8.0,1.97,0.8667,1.0,0.7143,0.0,0.8667,,253.1,6.25,15.73,0.946,14.77,0.3514,2.58,0.0126,0.0964,0.8123,-0.0076,0.0187,-0.8729,42,random
214,1753088,7171,16,2269.3,2849.7,2.9,7.7,1.73,0.8889,0.8,1.0,0.0,0.8889,,302.4,5.88,14.0,0.9672,15.01,0.3571,2.63,0.0107,0.0863,0.8453,-0.0102,0.0188,-0.9115,42,random
215,1761280,7196,25,2280.2,2742.2,3.0,7.3,1.77,0.9167,0.8,1.0,0.0,0.9167,,360.8,7.08,6.25,0.9995,15.17,0.3675,2.72,0.0149,0.1071,0.85,-0.0052,0.0211,-0.8975,42,random
216,1769472,7223,27,2290.9,2544.6,3.2,7.5,1.94,1.0,1.0,1.0,0.0,1.0,,355.0,5.96,9.4,0.9808,15.82,0.3552,2.67,0.0101,0.12,0.8577,-0.005,0.0244,-0.9046,43,random
217,1777664,7261,38,2301.9,2454.4,3.3,7.6,2.08,0.7895,0.6667,0.9,0.0,0.7895,,322.3,5.97,12.68,0.9565,14.0,0.3624,2.6,0.0094,0.0967,0.8058,-0.0095,0.03,-0.8839,43,random
218,1785856,7291,30,2312.9,2514.5,3.3,7.7,1.99,0.6429,0.7,0.5,0.0,0.6429,,265.7,5.2,13.07,0.9547,14.19,0.3599,2.6,0.0093,0.0891,0.8006,-0.0088,0.0286,-0.8955,43,random
219,1794048,7314,23,2324.0,2536.0,3.2,7.8,1.98,0.9231,0.8333,1.0,0.0,0.9231,,314.2,6.43,15.46,1.016,15.36,0.3719,2.76,0.0098,0.0898,0.8318,-0.0093,0.0252,-0.9098,43,random
220,1802240,7345,31,2335.3,2420.7,3.4,7.5,2.09,0.8333,0.8333,0.8333,0.0,0.8333,,270.2,5.19,14.33,0.9431,14.56,0.3521,2.57,0.0094,0.0886,0.8228,-0.0079,0.0266,-0.8601,43,random
221,1810432,7367,22,2345.9,2766.9,3.0,7.7,1.72,0.7,0.6,0.8,0.0,0.7,,310.7,5.95,8.4,0.9472,14.8,0.3515,2.58,0.012,0.0966,0.8584,-0.0073,0.0216,-0.8665,44,random
222,1818624,7385,18,2356.7,2788.8,2.9,7.6,1.67,0.875,0.8,1.0,0.0,0.875,,343.9,6.56,11.25,0.9532,15.36,0.349,2.59,0.0092,0.0779,0.8762,-0.0081,0.0184,-0.8496,44,random
223,1826816,7417,32,2367.6,2586.9,3.2,7.7,1.89,0.7692,0.8889,0.5,0.0,0.7692,,340.4,6.03,12.08,0.9564,15.8,0.3466,2.6,0.0102,0.0918,0.752,-0.0101,0.0367,-0.8711,44,random
224,1835008,7449,32,2378.6,2601.1,3.1,7.9,1.86,0.7692,0.7778,0.75,0.0,0.7692,,268.6,5.06,12.0,0.9401,14.97,0.3474,2.56,0.0125,0.1007,0.8483,-0.007,0.0246,-0.8725,44,random
225,1843200,7471,22,2389.9,2495.7,3.3,7.7,2.05,0.7143,0.75,0.6667,0.0,0.7143,,280.6,5.55,10.64,0.9597,15.8,0.3477,2.61,0.0123,0.1093,0.8495,-0.0067,0.0247,-0.8742,44,random
226,1851392,7500,29,2400.9,2651.7,3.1,7.7,1.83,0.875,1.0,0.6667,0.0,0.875,,294.0,5.72,15.25,1.0107,15.67,0.3673,2.75,0.0084,0.0832,0.8634,-0.0095,0.0234,-0.9332,45,random
227,1859584,7524,24,2412.0,2471.1,3.3,7.8,2.03,0.8,0.75,0.8333,0.0,0.8,,350.9,5.92,13.5,1.0057,15.54,0.3666,2.73,0.0089,0.0832,0.8773,-0.0085,0.0196,-0.9338,45,random
228,1867776,7552,28,2423.5,2303.2,3.6,7.9,2.25,0.6923,0.6667,0.7143,0.0,0.6923,,264.6,4.96,7.31,1.0035,15.01,0.3704,2.73,0.0108,0.1126,0.832,-0.0054,0.0214,-0.9285,45,random
229,1875968,7573,21,2435.0,2316.3,3.5,7.9,2.28,0.3846,0.6667,0.3,0.0,0.3846,,314.2,6.1,-7.23,1.0167,15.77,0.3686,2.76,0.0103,0.0991,0.7447,-0.009,0.0303,-0.9408,45,random
230,1884160,7597,24,2446.6,2358.5,3.5,7.8,2.16,0.75,0.6667,0.8,0.0,0.75,,356.1,6.12,5.88,0.993,15.82,0.3597,2.7,0.0104,0.0988,0.8584,-0.0075,0.0244,-0.9463,45,random
231,1892352,7623,26,2457.8,2452.3,3.3,7.8,2.13,0.8333,1.0,0.6667,0.0,0.8333,,340.3,6.31,8.42,0.9967,15.8,0.3611,2.71,0.0139,0.1067,0.8511,-0.007,0.0284,-0.924,46,random
232,1900544,7654,31,2469.1,2430.7,3.4,7.7,2.16,0.8462,0.7143,1.0,0.0,0.8462,,386.4,6.84,12.54,0.9361,15.82,0.339,2.55,0.0087,0.0756,0.8969,-0.0088,0.0177,-0.8565,46,random
233,1908736,7676,22,2480.5,2345.5,3.5,7.8,2.28,0.75,0.8333,0.6667,0.0833,0.75,,304.2,6.14,4.17,0.9646,16.04,0.3476,2.62,0.01,0.0965,0.9164,-0.0085,0.0159,-0.8658,46,random
234,1916928,7703,27,2491.7,2515.6,3.3,8.0,1.98,0.8333,0.8571,0.8182,0.0,0.8333,,269.2,5.59,11.78,0.9361,15.51,0.3415,2.55,0.0115,0.0981,0.8588,-0.0079,0.0233,-0.8738,46,random
235,1925120,7724,21,2503.0,2618.6,3.1,7.8,1.79,0.7778,1.0,0.5,0.0,0.7778,,344.3,6.67,17.44,0.8905,15.42,0.3256,2.44,0.0092,0.1012,0.8637,-0.01,0.0222,-0.8318,46,random
236,1933312,7744,20,2513.9,2803.2,2.9,7.9,1.72,0.875,1.0,0.6667,0.0,0.875,,371.9,6.5,17.88,0.9408,16.94,0.3325,2.56,0.0131,0.1058,0.8952,-0.008,0.0193,-0.866,47,random
237,1941504,7765,21,2525.0,2640.7,3.1,7.7,1.89,0.75,1.0,0.5,0.0,0.75,,411.8,6.86,12.38,0.9215,15.85,0.3335,2.51,0.0085,0.0982,0.8628,-0.0077,0.0235,-0.8562,47,random
238,1949696,7787,22,2536.2,2428.0,3.4,7.9,2.06,1.0,1.0,1.0,0.0,1.0,,321.5,6.18,15.75,0.9503,16.63,0.338,2.59,0.0117,0.0914,0.9222,-0.0093,0.0148,-0.8522,47,random
239,1957888,7819,32,2547.8,2349.7,3.5,7.6,2.2,0.8824,0.8889,0.875,0.0,0.8824,,361.4,6.62,12.41,0.8972,15.95,0.324,2.45,0.0106,0.1036,0.8695,-0.0083,0.027,-0.8518,47,random
240,1966080,7843,24,2558.9,2432.1,3.4,7.4,2.16,0.7857,0.8,0.75,0.0,0.7857,,285.4,5.83,11.57,0.8755,15.55,0.319,2.4,0.0114,0.1134,0.8396,-0.0066,0.0274,-0.8038,47,random
241,1974272,7868,25,2569.9,2407.8,3.4,7.6,2.13,0.6667,0.0,0.8571,0.0,0.6667,,375.1,6.48,10.33,0.8889,15.95,0.3209,2.43,0.0118,0.0933,0.8813,-0.0072,0.0239,-0.8005,48,random
242,1982464,7897,29,2581.3,2256.0,3.6,7.6,2.4,0.8235,0.8889,0.75,0.0,0.8235,,298.8,6.14,9.76,0.876,15.77,0.3176,2.4,0.0104,0.099,0.8481,-0.0106,0.0253,-0.8071,48,random
243,1990656,7927,30,2592.7,2280.4,3.6,7.8,2.38,0.7895,0.8,0.7778,0.0,0.7895,,278.3,5.57,14.84,0.8837,15.92,0.3193,2.42,0.0114,0.0934,0.8134,-0.0084,0.0297,-0.7796,48,random
244,1998848,7950,23,2604.1,2348.7,3.5,7.6,2.23,0.8571,0.7778,1.0,0.0,0.8571,,309.0,6.35,9.64,0.9225,16.23,0.331,2.52,0.0109,0.1011,0.8389,-0.0079,0.0246,-0.8484,48,random
245,2007040,7974,24,2615.3,2346.9,3.5,7.8,2.28,0.9167,0.8,1.0,0.0,0.9167,,306.0,6.0,17.67,0.9546,16.15,0.3431,2.6,0.0112,0.0869,0.8962,-0.0094,0.0198,-0.8694,48,random
246,2015232,7993,19,2626.7,2433.5,3.4,7.8,2.16,0.9091,1.0,0.875,0.0,0.9091,,358.8,7.16,12.82,0.9044,15.89,0.327,2.47,0.0104,0.0921,0.8743,-0.0091,0.0198,-0.8646,49,random
247,2026112,8017,17,4.4,1949.9,4.2,7.5,3.1,0.9375,1.0,0.875,0.0,0.9375,,74.4,2.47,12.88,0.7044,13.12,0.2737,2.02,0.0126,0.0974,0.843,-0.0062,0.0214,-0.6399,49,random
248,2034304,8045,28,16.1,2016.4,4.1,7.8,2.85,0.8636,0.8333,0.9,0.0,0.8636,,160.8,4.54,13.0,0.8058,14.24,0.3034,2.24,0.0082,0.0867,0.9118,-0.0064,0.0176,-0.7472,49,random
249,2042496,8070,25,27.2,2648.0,3.1,7.7,1.93,0.7222,0.875,0.6,0.0,0.7222,,239.7,6.08,11.5,0.8125,14.78,0.3017,2.25,0.01,0.0846,0.8542,-0.0084,0.0247,-0.7696,49,random
250,2050688,8086,16,37.9,2849.5,2.9,8.0,1.69,1.0,1.0,1.0,0.0,1.0,,285.3,5.62,17.4,0.7964,15.41,0.2912,2.22,0.0114,0.0893,0.8723,-0.0076,0.0186,-0.7324,49,random
251,2058880,8108,22,49.1,2719.0,3.0,7.7,1.8,0.8889,0.8571,1.0,0.0,0.8889,,309.8,5.64,20.11,0.8466,16.66,0.301,2.33,0.0101,0.0902,0.8824,-0.0064,0.0222,-0.7708,50,random
252,2067072,8130,22,60.1,2636.2,3.1,7.9,1.85,0.8889,0.8333,1.0,0.0,0.8889,,363.9,6.64,18.78,0.8534,16.96,0.3015,2.35,0.0101,0.0919,0.8415,-0.0096,0.0247,-0.776,50,random
253,2075264,8156,26,71.4,2558.1,3.2,7.8,1.92,0.75,0.8333,0.6667,0.0,0.75,,363.3,6.5,12.92,0.8667,16.64,0.3082,2.38,0.0111,0.0958,0.8947,-0.0084,0.0194,-0.7853,50,random
254,2083456,8188,32,82.9,2269.0,3.6,7.9,2.29,0.6667,0.6667,0.6667,0.0,0.6667,,370.0,6.25,14.08,0.8055,15.91,0.2911,2.24,0.0118,0.0963,0.8106,-0.008,0.0369,-0.7422,50,random
255,2091648,8220,32,94.7,2212.9,3.7,7.8,2.32,0.8667,1.0,0.8333,0.0,0.8667,,295.7,5.5,15.8,0.7551,15.63,0.2747,2.13,0.0113,0.0892,0.8548,-0.0077,0.0302,-0.6822,50,random
256,2099840,8250,30,106.1,2333.8,3.5,7.9,2.15,0.7333,0.75,0.7143,0.0,0.7333,,268.1,5.37,11.93,0.7547,15.98,0.2723,2.13,0.0118,0.0945,0.8131,-0.0084,0.0327,-0.686,51,random
257,2108032,8274,24,117.8,2280.0,3.6,7.9,2.27,0.7857,0.6,0.8889,0.0,0.7857,,215.9,4.88,14.43,0.7352,15.42,0.2688,2.09,0.0092,0.0907,0.8533,-0.0082,0.0247,-0.683,51,random
258,2116224,8297,23,129.4,2334.2,3.5,7.7,2.17,0.9091,1.0,0.8,0.0,0.9091,,368.4,6.78,16.18,0.753,15.42,0.2752,2.12,0.01,0.083,0.8391,-0.0084,0.024,-0.6706,51,random
259,2124416,8323,26,140.5,2514.3,3.3,7.7,2.0,0.75,0.6667,0.8333,0.0,0.75,,282.8,5.54,17.67,0.7812,15.86,0.2827,2.18,0.0137,0.0981,0.8767,-0.0063,0.022,-0.7486,51,random
260,2132608,8352,29,151.4,2622.0,3.1,7.6,1.83,0.9333,0.875,1.0,0.0,0.9333,,313.1,5.83,18.53,0.7394,15.23,0.2715,2.09,0.0109,0.0888,0.8648,-0.0086,0.0251,-0.7157,51,random
261,2140800,8383,31,163.0,2110.2,3.9,7.8,2.52,0.9231,1.0,0.875,0.0,0.9231,,313.1,5.55,17.62,0.7573,15.52,0.2762,2.13,0.0098,0.0856,0.8321,-0.0088,0.0289,-0.6844,52,random
262,2148992,8416,33,174.9,2081.3,3.9,8.1,2.57,0.9412,1.0,0.9,0.0,0.9412,,311.8,6.09,18.18,0.7871,16.03,0.2837,2.2,0.0131,0.0849,0.8393,-0.0078,0.0269,-0.7242,52,random
263,2157184,8441,25,187.0,2128.6,3.8,7.6,2.49,0.75,0.6,0.8182,0.0,0.75,,235.3,5.16,19.0,0.8432,16.21,0.3027,2.32,0.0102,0.1061,0.8246,-0.0062,0.0292,-0.7722,52,random
264,2165376,8463,22,198.3,2354.5,3.5,7.7,2.16,0.8571,1.0,0.75,0.0,0.8571,,247.2,4.95,12.43,0.8181,16.09,0.2944,2.27,0.01,0.0883,0.8398,-0.0077,0.023,-0.7471,52,random
265,2173568,8496,33,209.6,2393.6,3.4,7.8,2.1,0.7059,0.7143,0.7,0.0,0.7059,,301.2,5.61,10.47,0.8306,16.68,0.2952,2.29,0.0109,0.1171,0.7906,-0.005,0.0327,-0.7379,52,random
266,2181760,8530,34,221.4,2151.7,3.8,7.8,2.5,0.7692,0.6,0.875,0.0,0.7692,,316.8,5.76,14.69,0.7779,15.47,0.284,2.18,0.0127,0.1041,0.7798,-0.0065,0.0306,-0.7099,53,random
267,2189952,8550,20,233.2,2108.3,3.9,8.0,2.58,0.6429,0.5714,0.7143,0.0,0.6429,,220.4,4.8,12.43,0.7733,16.72,0.2745,2.17,0.0099,0.0847,0.8341,-0.0078,0.0254,-0.7021,53,random
268,2198144,8576,26,245.5,1994.3,4.1,7.8,2.69,0.95,0.9167,1.0,0.0,0.95,,278.3,5.96,18.3,0.8198,17.4,0.287,2.27,0.01,0.0973,0.8914,-0.0072,0.0169,-0.7273,53,random
269,2206336,8604,28,257.0,2317.0,3.5,7.7,2.21,0.8235,0.7273,1.0,0.0,0.8235,,356.8,6.61,11.06,0.8114,17.61,0.2829,2.25,0.0083,0.0869,0.8493,-0.0072,0.0215,-0.7439,53,random
270,2214528,8624,20,268.2,2495.7,3.3,7.8,2.0,0.75,0.8571,0.6,0.0,0.75,,313.9,6.0,15.0,0.778,17.07,0.2742,2.18,0.0101,0.0827,0.8567,-0.0088,0.0197,-0.7211,53,random
271,2222720,8648,24,279.6,2410.4,3.4,7.8,2.09,0.8333,0.8,0.8571,0.0,0.8333,,338.6,6.17,19.42,0.7955,16.6,0.2831,2.22,0.013,0.095,0.8592,-0.0062,0.0202,-0.7467,54,random
